id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
1208,5.689,0.235,0.136,3.6487,0.28,2.9962,8.2905,0.35,0.000228,0.103526,0.4106,0.63,0.32,-39.4966,63.173,6.893,10.362,7.386,0.73,0.8547,5.11986,0,0.7955,1481.8,3,2,23.75,25.98,2.78,2.96,48.3,14.2,0.0014542,12660.455984809203,0,8.239,19.371,1,6.614,2.5535,0.71,1.19e-06,89,40
1209,6.847,0.604,0.831,6.1563,0.67,1.4942,11.7985,0.52,0.000127,0.080272,0.5479,0.28,0.66,13.5721,72.147,6.864,9.602,6.604,0.887,0.8159,4.51921,0,0.5741,473.7,3,2,23.89,25.85,3.74,3.83,36.9,17.0,0.000226,10752.501756107697,0,2.979,15.626,1,14.737,2.3464,0.88,1.9e-06,68,25
1210,4.786,0.562,0.644,3.89,0.6,1.1708,5.6626,0.5,0.000299,0.063789,0.954,0.59,0.42,66.1779,21.333,3.484,6.114,3.188,0.607,0.9351,3.97435,1,0.7705,652.9,4,1,20.05,25.8,0.22,5.82,39.0,16.4,0.0002398,4013.2109129319965,1,0.197,15.071,1,14.586,0.7187,0.98,1.9e-06,122,34
1211,5.913,0.409,0.734,3.9678,0.82,2.1226,2.8402,0.58,0.000166,0.135272,0.6979,0.27,0.31,71.7324,60.201,6.171,14.71,7.783,0.751,0.8129,5.16013,2,0.8246,349.6,0,2,22.89,26.37,1.72,3.27,38.3,14.5,0.0019662,2370.153575327838,0,4.565,19.355,0,9.692,2.3325,0.73,1.73e-06,21,22
1212,4.582,0.453,0.782,2.8116,0.74,2.3006,6.6198,0.2,0.000657,0.060293,0.1405,0.27,0.66,51.3637,19.708,2.699,15.114,7.815,0.732,0.6119,4.39594,2,0.6479,1126.0,1,0,22.45,24.41,1.08,1.67,42.2,11.4,0.0009054,10563.419511927896,1,5.908,17.356,0,9.721,2.5882,0.69,1.91e-06,33,37
1213,3.446,0.607,0.652,5.8522,0.26,2.7905,8.6344,0.35,0.000507,0.149121,0.563,0.2,0.32,53.6013,59.592,9.895,10.504,6.998,0.898,0.6746,3.61481,0,0.7199,653.2,0,0,24.27,24.39,2.33,3.46,34.1,10.5,0.0014676,8136.77395847867,1,4.591,8.72,1,13.281,2.664,0.7,1.77e-06,123,8
1214,3.556,0.601,0.443,6.6099,0.39,0.6796,2.5995,0.24,0.000541,0.099962,0.5599,0.25,0.24,43.5897,14.464,7.226,9.752,3.891,0.856,0.9195,3.47248,0,0.778,1218.5,1,2,18.28,20.67,5.41,5.47,34.6,11.0,0.0019169,13558.073360203896,0,1.421,11.987,0,13.263,1.6506,0.83,1.25e-06,25,13
1215,1.659,0.2,0.657,3.0292,0.46,1.0424,11.3913,0.53,0.000215,0.062491,0.3674,0.34,0.25,85.7258,91.39,5.334,7.598,3.177,0.871,0.7745,3.63171,0,0.5473,966.7,2,0,18.34,21.68,1.5,1.64,37.9,10.1,0.0012378,12471.742904603969,0,1.608,9.474,1,12.008,2.0938,0.94,1.59e-06,46,4
1216,4.349,0.539,0.152,5.053,0.34,2.268,7.6811,0.41,0.000672,0.148625,0.3833,0.58,0.86,-13.5286,41.998,7.471,13.508,6.403,0.916,0.6639,4.79999,1,0.5967,898.3,0,2,24.37,26.89,4.62,5.09,32.9,17.3,0.0019223,2768.790339525502,0,6.512,14.936,0,6.364,1.3759,0.77,1.61e-06,63,16
1217,6.083,0.443,0.297,6.0968,0.59,2.9264,3.4031,0.31,0.000612,0.127174,0.1759,0.65,0.58,21.7687,96.052,7.547,9.497,5.1,0.959,0.8404,4.29267,0,0.8364,1340.0,3,1,19.59,20.96,4.78,5.64,36.1,10.2,0.0011017,6072.822963325216,1,0.411,13.364,0,14.654,1.2765,0.73,1.52e-06,22,29
1218,2.254,0.592,0.558,3.641,0.68,1.1979,10.0099,0.34,0.000393,0.095642,0.1973,0.57,0.49,47.3932,12.81,3.065,16.392,6.159,0.98,0.865,4.32943,1,0.7596,1071.2,3,0,19.68,22.72,1.17,1.9,38.9,13.5,0.0018442,13185.602054912926,0,6.739,5.95,1,8.925,1.4571,0.91,1.46e-06,27,11
1219,6.363,0.608,0.262,5.8698,0.33,1.2479,9.226,0.26,0.000545,0.062007,0.4344,0.45,0.67,-45.8494,12.356,3.091,19.917,6.505,0.909,0.6335,5.04004,0,0.8155,366.7,3,2,22.18,22.76,0.84,2.71,32.8,13.6,0.0003233,9505.427079938447,0,11.424,7.526,1,2.279,1.898,0.67,1.51e-06,41,23
1220,2.545,0.549,0.69,4.6044,0.69,1.2502,10.668,0.42,0.000443,0.060612,0.2307,0.33,0.35,-31.1067,43.57,4.066,16.997,7.974,0.887,0.7959,3.01221,1,0.8552,1129.1,2,1,22.27,23.87,4.5,3.11,48.1,11.5,0.0017961,10611.948117280293,1,7.47,9.567,1,11.68,2.8069,0.91,1.43e-06,85,29
1221,2.324,0.519,0.382,0.6236,0.27,2.6668,6.5016,0.31,0.000162,0.115448,0.2708,0.85,0.85,-57.2461,20.9,9.979,17.609,7.762,1.0,0.6562,5.23384,0,0.743,434.8,0,2,19.47,21.78,4.52,5.64,43.7,15.4,0.0002568,10522.275420366475,1,2.376,9.689,1,4.132,2.3501,0.77,1.45e-06,110,14
1222,2.278,0.66,0.18,1.0581,0.43,2.7888,9.9957,0.46,0.000184,0.05643,0.9659,0.71,0.62,84.4209,35.904,8.642,12.453,4.491,0.933,0.9038,3.16588,2,0.6099,959.9,4,0,20.0,21.53,0.85,3.73,41.6,10.4,0.0007456,11625.69278785164,1,0.726,8.512,0,8.343,1.2983,0.8,1.13e-06,59,31
1223,1.732,0.686,0.594,3.7818,0.77,1.7903,8.7442,0.31,0.000643,0.134207,0.5179,0.22,0.4,-28.9404,50.649,5.326,16.385,5.907,0.675,0.8546,3.12966,1,0.6948,923.3,2,1,22.23,25.1,4.03,5.28,33.3,14.0,0.0005535,12273.049969016507,0,7.458,9.739,0,1.879,2.3664,0.76,1.61e-06,91,28
1224,6.918,0.384,0.489,4.9587,0.62,1.6389,11.7162,0.55,0.000282,0.052553,0.4293,0.46,0.31,80.9099,25.381,6.923,11.105,6.515,0.697,0.7569,3.17044,2,0.69,1428.8,2,1,21.83,25.92,5.53,5.45,46.6,16.7,0.0012615,6198.2896303232255,1,4.743,19.124,0,13.622,2.9884,0.94,1.51e-06,52,32
1225,5.899,0.659,0.366,5.6485,0.69,1.5584,9.208,0.42,0.0007,0.146924,0.1809,0.38,0.54,68.1969,20.963,6.583,19.181,4.704,0.755,0.6689,3.32618,1,0.6569,975.0,4,1,22.6,23.04,1.1,0.04,46.2,16.0,0.0012923,12869.94329238591,0,3.855,15.541,0,9.64,2.2513,0.9,1.22e-06,25,38
1226,6.623,0.249,0.678,3.8447,0.62,0.7545,11.9718,0.55,0.000272,0.055594,0.8779,0.74,0.53,-54.3306,48.539,9.969,11.725,3.862,0.769,0.8895,3.1189,2,0.7161,1149.2,2,1,23.06,26.07,2.1,2.42,35.2,15.2,0.0016837,9698.092906434007,0,7.047,7.495,1,11.82,0.9398,0.98,1.08e-06,83,8
1227,6.446,0.252,0.372,0.3003,0.58,2.6245,5.1008,0.38,0.000285,0.06076,0.3651,0.31,0.24,44.4616,94.89,5.011,11.558,7.047,0.942,0.7895,5.03118,2,0.6218,560.9,4,2,20.14,26.22,2.25,0.69,38.5,12.4,0.0013001,8918.243146831977,1,9.603,11.828,1,13.47,2.1651,0.72,1.46e-06,106,36
1228,6.064,0.449,0.867,2.709,0.43,2.1586,6.0008,0.49,0.000213,0.065666,0.1242,0.63,0.74,54.7322,67.919,7.272,15.91,3.676,0.894,0.6868,3.55455,2,0.5727,1308.5,2,0,23.07,23.54,4.95,4.14,45.9,12.7,0.0007848,4717.491111143698,0,8.533,5.031,1,7.529,0.8169,0.81,1.93e-06,35,21
1229,1.922,0.55,0.671,4.656,0.45,0.8394,6.9033,0.53,0.000405,0.12269,0.1376,0.41,0.7,16.2765,73.452,9.385,7.551,6.774,0.898,0.7906,3.617,1,0.5909,387.6,1,0,24.91,25.58,4.42,2.1,46.2,10.9,0.0004153,5155.544804089604,0,4.516,7.652,0,11.018,2.367,0.93,1.49e-06,120,33
1230,2.737,0.712,0.105,4.5772,0.7,1.2891,9.9019,0.28,0.000667,0.12213,0.3229,0.63,0.85,77.0019,49.997,4.194,9.539,7.252,0.632,0.7751,3.69813,2,0.8274,1145.2,4,1,22.35,22.93,1.2,3.69,36.7,14.5,0.0013996,13555.518536534753,0,11.558,12.628,1,5.643,2.0305,0.8,1.28e-06,81,6
1231,4.389,0.774,0.331,2.4099,0.65,1.258,9.6686,0.35,0.000328,0.094137,0.9182,0.78,0.39,60.3756,12.38,5.06,19.658,7.922,0.697,0.6253,3.27496,0,0.7707,650.2,0,1,23.9,25.2,4.78,5.31,37.2,11.7,0.0005149,4322.181798323754,0,0.592,13.825,0,1.521,2.4638,0.87,1.17e-06,22,36
1232,4.405,0.525,0.742,3.8708,0.56,2.1812,7.7217,0.26,0.000505,0.098368,0.4259,0.73,0.26,-3.0935,83.912,7.593,16.936,4.494,0.822,0.9104,4.5007,2,0.5632,1103.8,1,0,18.86,25.73,1.59,3.77,47.2,15.6,0.0019918,5061.513384387996,0,0.17,6.028,0,2.312,1.2122,0.74,1.64e-06,77,12
1233,5.636,0.703,0.663,3.9814,0.71,2.0057,10.2291,0.23,0.000231,0.144856,0.4214,0.29,0.57,0.7178,64.182,6.495,13.111,6.783,0.859,0.6114,3.83389,2,0.7664,843.4,0,1,24.85,25.53,0.76,0.83,42.4,17.2,0.0008849,5318.818206386295,1,6.455,10.018,0,13.628,2.3231,0.98,1.42e-06,74,18
1234,2.341,0.561,0.864,5.6753,0.55,1.7679,6.4806,0.34,0.000252,0.07998,0.8207,0.81,0.46,-56.5297,27.594,4.895,7.358,7.476,0.82,0.9599,4.58663,2,0.6436,506.5,4,2,21.56,24.38,2.38,5.46,42.8,13.0,0.0019018,7275.444426523683,1,0.082,7.349,0,2.477,1.5509,0.88,1.32e-06,31,15
1235,3.898,0.451,0.762,2.8486,0.38,1.0791,11.1456,0.4,0.000484,0.125268,0.5433,0.34,0.52,-33.948,52.192,5.221,11.603,4.484,0.835,0.6415,3.7212,0,0.8451,856.0,0,0,23.26,26.7,3.0,2.12,34.0,12.7,0.0011578,9359.051875151436,1,6.597,12.013,1,3.011,1.7764,0.81,1.55e-06,83,16
1236,4.81,0.51,0.262,4.7516,0.66,2.8045,6.4739,0.55,0.000641,0.117297,0.6769,0.88,0.36,88.6429,70.821,6.038,7.468,4.195,0.959,0.8431,3.81451,1,0.6837,886.5,1,0,21.57,26.04,5.96,3.8,41.4,17.1,0.0012625,13293.0213836115,0,5.228,5.85,1,5.692,1.3114,0.67,1.78e-06,123,19
1237,5.661,0.504,0.592,0.4131,0.58,1.1704,9.3419,0.33,0.000534,0.066601,0.9097,0.36,0.49,-1.6538,51.194,5.128,10.918,6.066,0.641,0.6809,3.95326,0,0.6076,1462.4,1,1,21.5,26.29,1.68,5.83,46.2,13.9,0.0005166,7585.198041457117,1,5.471,15.1,1,5.731,0.7696,0.97,1.62e-06,68,15
1238,6.695,0.441,0.694,6.4528,0.37,1.8369,10.3436,0.38,0.000619,0.148677,0.4852,0.25,0.82,-16.84,24.071,6.364,12.488,6.936,0.846,0.9106,3.3726,1,0.5079,901.9,4,1,19.66,21.38,5.25,3.27,40.1,13.5,0.0008369,3661.363247287717,0,8.341,7.776,0,11.896,2.9424,0.84,1.7e-06,77,7
1239,3.295,0.529,0.887,6.9603,0.66,0.9831,6.7229,0.45,0.000241,0.059929,0.2775,0.75,0.43,-63.0246,86.077,5.454,13.041,6.367,0.666,0.9209,5.35765,0,0.641,1435.6,4,2,20.18,26.17,5.12,0.27,44.1,17.6,0.0012529,11935.753096854389,0,7.122,12.184,1,5.465,0.8266,0.87,1.59e-06,75,14
1240,5.445,0.58,0.391,0.6123,0.72,1.4484,3.1226,0.43,0.000222,0.06412,0.3282,0.3,0.37,-72.9306,17.596,3.029,12.22,3.596,0.722,0.8474,5.247,2,0.7247,661.3,2,2,21.92,22.13,2.0,4.24,38.4,10.8,0.0018663,10713.890936109849,0,3.166,15.13,0,6.624,2.2461,0.69,1.72e-06,61,24
1241,1.375,0.784,0.282,1.1582,0.77,1.9724,9.4787,0.6,0.000188,0.118446,0.9011,0.47,0.37,24.0712,19.882,3.052,16.749,5.172,0.69,0.9359,5.22652,2,0.7722,1390.5,3,1,23.39,25.8,0.75,0.67,32.1,10.5,0.0005547,7219.986996689329,0,11.397,6.736,0,12.211,2.3807,0.93,1.69e-06,50,37
1242,2.212,0.366,0.533,4.7962,0.45,0.8211,7.4973,0.55,0.000488,0.077274,0.7713,0.78,0.59,-37.5997,49.76,7.663,15.571,3.914,0.943,0.9207,4.757,0,0.6682,711.3,3,1,21.59,24.53,4.99,2.36,47.7,11.5,0.0010011,3111.158620925984,0,5.046,17.112,1,4.005,1.5527,0.76,1.44e-06,82,28
1243,4.77,0.432,0.881,1.7487,0.35,1.0346,7.7362,0.29,0.000301,0.059795,0.1433,0.48,0.36,74.0985,36.084,2.77,19.194,3.758,0.611,0.9001,5.402,1,0.7517,510.6,4,1,22.34,25.34,1.91,3.39,48.6,14.1,0.0015435,6326.594335823924,1,1.424,14.952,0,1.894,0.9164,0.75,1.93e-06,89,10
1244,6.086,0.49,0.312,1.9193,0.29,1.7224,10.4124,0.6,0.000494,0.052827,0.9554,0.83,0.31,-50.1004,65.19,6.486,19.497,4.086,0.655,0.7308,5.00552,1,0.7288,495.4,4,2,22.06,26.57,5.43,3.64,42.4,15.3,0.0006516,13703.862286365185,1,0.211,16.817,1,13.12,1.5972,0.85,1.72e-06,104,32
1245,4.14,0.367,0.403,1.8484,0.33,1.8813,7.4331,0.34,0.000629,0.052662,0.8875,0.67,0.27,2.6083,91.322,4.209,8.917,7.269,0.608,0.8237,4.27297,1,0.552,731.6,4,0,24.76,26.2,0.75,2.14,33.3,10.7,0.0009393,11302.037749674637,0,3.844,16.691,1,5.251,1.5086,0.71,1.46e-06,75,6
1246,2.917,0.502,0.255,3.5218,0.31,1.0429,10.1706,0.48,0.000395,0.144828,0.902,0.8,0.37,60.5403,51.168,4.009,14.5,4.971,0.796,0.7368,3.52073,1,0.5165,1097.2,0,1,19.84,22.72,5.21,2.39,41.7,14.4,0.0009442,3519.0511392984854,0,1.467,11.543,1,12.91,2.6603,0.94,1.19e-06,82,36
1247,2.102,0.664,0.2,2.592,0.61,1.6018,8.0603,0.56,0.00028,0.068347,0.7099,0.34,0.39,69.5885,38.821,2.832,17.555,7.133,0.811,0.7877,3.73099,1,0.6497,749.6,2,2,21.3,26.5,5.52,3.77,40.7,10.1,0.0011468,6256.974588073421,0,6.707,9.402,1,7.185,1.5359,0.85,1.58e-06,123,12
1248,5.983,0.57,0.651,4.4621,0.59,1.6364,10.43,0.25,0.000389,0.058413,0.9353,0.82,0.86,-49.6138,43.922,6.95,8.561,7.789,0.744,0.9342,5.00609,0,0.6105,751.0,2,2,22.82,25.86,0.88,4.77,46.3,10.4,0.0007183,3156.8365377510977,0,6.609,10.083,0,10.587,0.7897,0.94,1.99e-06,78,2
1249,3.303,0.517,0.525,3.9099,0.6,0.6855,3.7059,0.21,0.000326,0.116958,0.5587,0.78,0.29,13.8854,79.897,5.004,16.862,5.936,0.89,0.6461,4.19042,2,0.611,1082.4,4,1,23.34,25.25,3.54,2.02,35.7,15.2,0.0011452,10856.497537027511,0,6.332,13.269,1,8.5,1.4816,0.71,1.9e-06,94,3
1250,5.395,0.246,0.188,4.842,0.51,1.7019,10.929,0.53,0.000142,0.055881,0.8079,0.45,0.33,-55.5028,46.119,5.087,18.735,3.322,0.973,0.7478,3.00349,0,0.6228,1397.2,3,2,20.89,21.0,3.19,3.54,32.0,17.8,0.0005543,6510.111243075191,1,5.384,14.283,1,11.701,0.8099,1.0,1.35e-06,119,8
1251,6.278,0.323,0.712,6.9146,0.32,0.613,4.5582,0.36,0.000201,0.147864,0.3224,0.72,0.51,27.0681,53.77,5.635,18.663,6.283,0.621,0.703,5.45431,2,0.5184,527.3,3,0,24.9,25.34,4.91,2.03,40.1,12.3,0.0018719,3772.5808341753554,1,2.217,19.323,0,1.12,2.216,0.79,1.15e-06,95,31
1252,4.573,0.697,0.176,2.4578,0.45,0.7495,4.3197,0.56,0.000123,0.118582,0.5299,0.82,0.88,22.638,21.259,8.146,6.319,6.327,0.983,0.796,3.59841,0,0.8146,356.4,1,2,23.9,25.86,3.18,4.94,37.8,10.2,0.0009289,2512.2170822877083,1,3.076,16.663,0,14.129,1.4949,0.72,1.5e-06,85,29
1253,6.815,0.599,0.102,4.477,0.63,0.6476,3.2305,0.54,0.000561,0.082777,0.4088,0.34,0.64,-38.5362,47.245,9.048,7.675,4.02,0.641,0.6897,4.98614,1,0.6051,562.8,1,1,18.53,21.83,5.07,0.71,49.4,15.5,0.001071,7891.655512238157,1,2.168,11.239,0,5.811,2.3182,0.93,1.53e-06,77,26
1254,2.892,0.624,0.248,4.1254,0.64,0.6336,5.906,0.55,0.000342,0.102263,0.1952,0.23,0.69,-21.2738,92.185,8.049,15.193,6.024,0.984,0.8931,3.53831,2,0.6204,1115.0,0,0,18.79,22.74,4.07,0.35,34.6,14.8,0.000261,12357.659406137931,0,1.554,11.364,1,3.115,1.9508,0.74,1.32e-06,29,21
1255,1.322,0.429,0.33,2.0375,0.35,0.5888,8.1616,0.2,0.000692,0.083393,0.947,0.66,0.25,-32.5953,59.983,7.776,11.184,7.524,0.647,0.8418,5.33525,1,0.6013,309.2,0,0,18.62,20.26,5.91,0.59,30.6,12.7,0.0011441,10813.024711405194,0,5.788,6.591,0,12.404,2.0804,0.99,1.18e-06,79,2
1256,2.92,0.616,0.363,6.1946,0.27,2.5362,10.3994,0.34,0.000662,0.061561,0.9196,0.4,0.89,-21.1853,44.782,7.405,16.905,7.686,0.809,0.6413,4.47735,0,0.8528,1029.3,4,1,19.01,21.23,5.85,0.74,30.5,10.4,0.0009342,4005.400725331936,0,10.411,6.335,1,7.758,2.8718,0.77,1.04e-06,44,5
1257,2.973,0.279,0.778,5.5659,0.7,1.57,3.2775,0.26,0.000209,0.124612,0.8963,0.83,0.39,-18.4019,72.863,3.955,17.059,3.703,0.824,0.8196,4.81798,0,0.5537,754.4,2,1,20.9,23.38,4.09,2.45,44.1,11.7,0.0005716,2870.3313483853785,0,4.39,18.373,1,1.59,1.5641,0.81,1.42e-06,33,40
1258,5.602,0.375,0.21,6.8791,0.52,2.4542,7.0058,0.6,0.000464,0.097563,0.6878,0.47,0.66,60.256,16.493,7.151,8.635,6.218,0.902,0.7211,5.32457,2,0.6483,902.5,2,0,22.51,25.18,4.8,4.42,34.7,10.3,0.0006435,9845.152422686806,0,4.763,12.875,0,9.129,2.6381,0.98,1.46e-06,55,18
1259,5.109,0.752,0.555,3.4633,0.45,2.8144,11.968,0.53,0.000556,0.118518,0.5603,0.42,0.49,-70.132,28.824,8.831,18.161,3.123,0.667,0.6323,3.09868,0,0.7368,1219.4,1,1,23.78,25.15,0.67,5.65,37.1,15.0,0.0008918,9651.829040408325,1,3.447,17.069,1,10.193,2.2581,0.68,1.14e-06,42,19
1260,2.482,0.351,0.614,6.9734,0.56,1.8152,9.5335,0.21,0.000123,0.120656,0.3426,0.29,0.37,-33.5838,28.633,8.51,15.252,3.418,0.927,0.6211,4.37164,2,0.5452,687.2,4,2,20.97,22.97,4.7,5.58,39.2,12.1,0.0008045,3167.940334674919,0,2.262,9.443,0,4.115,1.8522,0.89,1e-06,87,11
1261,2.565,0.351,0.396,5.9409,0.62,1.9791,8.1156,0.54,0.000591,0.056486,0.4543,0.32,0.41,22.8846,13.299,5.266,14.86,6.251,0.944,0.7428,4.72268,2,0.7691,1065.3,2,0,21.74,25.19,3.74,1.33,30.1,15.2,0.0017121,10261.889686377872,0,0.895,18.341,0,14.265,0.9195,0.68,1.09e-06,30,14
1262,5.482,0.643,0.157,6.5439,0.63,2.1121,5.328,0.25,0.000514,0.054947,0.779,0.46,0.89,-14.8843,83.354,9.405,9.453,4.298,0.788,0.7621,4.13258,0,0.7886,1173.8,1,0,20.32,23.32,3.8,4.75,38.5,12.8,0.0015842,11043.911351281988,0,10.697,9.318,0,3.619,1.2282,0.68,1.13e-06,78,26
1263,1.686,0.632,0.178,3.8558,0.51,2.0442,5.9736,0.24,0.000693,0.062934,0.9191,0.56,0.73,81.6585,49.236,9.294,13.672,6.425,0.99,0.6672,4.95481,2,0.5152,1126.3,0,2,24.48,24.91,5.72,0.06,47.0,17.1,0.000378,5431.264895385781,0,10.816,12.142,0,7.328,2.5328,0.92,1.01e-06,107,11
1264,6.232,0.299,0.418,4.5361,0.57,2.2885,9.693,0.59,0.000448,0.074839,0.425,0.24,0.87,74.541,49.522,8.267,15.497,6.366,0.627,0.6663,4.15855,0,0.7994,510.5,2,1,21.71,24.8,0.56,2.14,48.4,11.3,0.0003802,8835.271581134257,1,5.588,18.708,0,4.664,0.6019,0.73,1.51e-06,92,6
1265,3.284,0.772,0.195,3.3185,0.46,2.453,6.0775,0.57,0.000688,0.058659,0.2465,0.58,0.82,-18.6111,85.785,4.334,19.949,4.135,0.796,0.8041,5.02749,1,0.6639,359.8,4,1,18.35,24.6,0.66,2.51,38.1,17.7,0.0013573,10496.90042170437,0,4.366,19.936,1,3.759,1.5789,0.74,1.73e-06,99,21
1266,5.87,0.277,0.585,1.2115,0.32,2.5928,3.6899,0.57,0.000548,0.074597,0.9954,0.28,0.45,-39.0443,46.218,5.807,16.577,3.574,0.977,0.8672,3.10696,1,0.8475,539.7,0,1,18.18,24.63,4.83,0.65,43.9,16.5,0.0013375,3778.759522093749,0,4.354,19.367,1,14.64,2.4011,0.91,1.26e-06,72,28
1267,6.117,0.527,0.374,2.3067,0.46,0.9655,4.6712,0.47,0.000156,0.082573,0.7955,0.68,0.5,-2.3613,23.58,6.723,15.302,5.17,0.813,0.8328,4.41244,1,0.8581,497.3,3,1,20.53,26.83,5.15,5.28,45.5,17.0,0.0011108,2660.9753712970005,1,11.528,15.472,1,3.327,1.7104,0.75,1.07e-06,73,24
1268,3.476,0.787,0.738,4.8123,0.75,2.4167,7.6536,0.22,0.000163,0.088526,0.9874,0.63,0.22,10.4838,78.817,3.194,19.596,3.349,0.686,0.7336,4.3546,2,0.6512,1290.7,4,1,20.6,22.66,4.39,3.04,36.4,13.1,0.0012539,11190.690117884347,0,0.474,5.118,1,6.919,1.4945,0.84,1.85e-06,94,15
1269,2.665,0.75,0.398,4.8444,0.78,2.4609,4.8144,0.57,0.000534,0.113528,0.9622,0.62,0.42,-25.3242,65.807,3.11,16.193,3.711,0.783,0.8847,4.02806,1,0.7424,530.5,0,2,21.33,24.57,2.62,2.79,46.2,17.6,0.0004581,4585.258633069259,0,9.707,19.698,1,13.227,2.7013,0.71,1.62e-06,112,38
1270,1.568,0.207,0.435,6.5211,0.36,2.8596,9.6075,0.2,0.000342,0.072552,0.8729,0.24,0.66,-38.093,98.547,5.227,14.196,6.486,0.809,0.8827,5.18521,0,0.8084,811.2,2,1,22.26,25.55,2.9,1.71,46.3,12.6,0.0016458,2559.3048685551166,0,9.914,17.657,1,10.47,2.8777,0.68,1.02e-06,46,25
1271,3.527,0.797,0.459,3.3952,0.73,1.056,2.3159,0.45,0.000532,0.069265,0.6253,0.33,0.22,81.5493,52.91,2.596,15.241,6.966,0.801,0.9357,4.77457,1,0.6771,1309.3,4,1,19.2,25.57,5.51,3.99,39.4,14.1,0.0004537,11082.59924374699,1,2.206,12.07,0,4.671,2.6346,1.0,1.22e-06,110,13
1272,4.356,0.611,0.433,0.5063,0.36,1.7115,4.0351,0.39,0.000515,0.063637,0.962,0.85,0.66,52.9235,99.146,6.958,15.279,7.648,0.7,0.6208,3.43554,2,0.7571,1468.8,1,0,20.42,26.18,4.8,5.91,35.3,13.6,0.0017162,8661.33760639519,1,5.569,19.156,0,14.866,1.0106,0.84,1.94e-06,101,18
1273,6.522,0.343,0.131,4.6221,0.37,1.2511,9.3844,0.27,0.000382,0.133946,0.7595,0.9,0.38,8.0826,57.638,5.1,9.337,7.699,0.845,0.7167,5.08189,0,0.6942,1408.7,3,1,24.58,26.33,1.1,0.18,43.6,13.8,0.0007073,10760.789543106732,1,1.476,10.944,1,13.38,2.0031,0.71,1.14e-06,119,3
1274,4.239,0.258,0.436,2.1329,0.33,2.3067,11.467,0.58,0.000139,0.081051,0.2742,0.85,0.39,20.506,96.468,3.398,6.824,5.51,0.91,0.9575,4.27128,1,0.5785,1072.4,2,0,19.89,22.03,4.58,4.39,48.6,11.7,0.0013167,7733.029519134091,1,11.931,5.247,1,14.591,2.4725,1.0,1.31e-06,69,20
1275,5.524,0.227,0.356,5.2414,0.34,2.0319,10.7505,0.53,0.000292,0.127759,0.7065,0.78,0.43,-85.1513,74.415,3.385,17.135,6.052,0.845,0.9527,3.66889,1,0.6264,450.2,1,2,18.28,20.37,0.8,1.9,40.9,14.3,0.0019624,3650.8369651648272,0,1.866,18.446,0,7.292,2.2328,0.79,1e-06,111,9
1276,5.437,0.225,0.522,1.0972,0.3,0.671,10.8882,0.22,0.000524,0.085918,0.3704,0.42,0.42,-56.9715,41.583,2.648,12.845,5.316,0.752,0.7784,4.19309,1,0.7631,966.5,3,1,18.0,23.81,2.37,5.77,46.9,15.6,0.0002926,7803.5855872018155,1,9.118,12.701,0,6.84,2.26,1.0,1.03e-06,49,11
1277,4.778,0.727,0.684,4.7538,0.49,2.7287,5.1611,0.44,0.000158,0.149068,0.8319,0.6,0.7,73.7864,50.567,2.788,13.163,6.128,0.892,0.7403,4.40858,0,0.7638,406.1,4,0,20.55,21.24,4.97,3.9,34.1,13.7,0.0002704,13353.671947552839,0,1.103,18.802,0,9.636,2.2898,0.91,1.55e-06,40,29
1278,3.694,0.759,0.369,3.05,0.34,2.5009,4.1922,0.33,0.000391,0.082659,0.9382,0.27,0.67,24.1731,74.712,7.015,13.975,5.462,0.825,0.8406,4.50819,1,0.6907,1492.9,0,1,19.09,26.16,1.6,2.45,36.7,16.5,0.0018137,4850.408822851648,1,5.147,14.239,1,2.967,2.3118,0.81,1.5e-06,27,10
1279,4.102,0.406,0.796,4.9853,0.46,2.8883,4.4621,0.48,0.000185,0.067375,0.6032,0.7,0.39,69.3422,87.105,6.205,8.096,7.551,0.742,0.7922,3.89048,2,0.5165,1338.4,3,0,21.03,23.87,4.93,2.93,40.0,17.0,0.0004724,11309.002903092936,1,2.336,16.203,0,5.917,2.2885,0.94,1.76e-06,112,4
1280,1.546,0.579,0.463,2.1564,0.4,1.7866,5.4729,0.23,0.000245,0.093453,0.3118,0.87,0.4,-51.3874,95.04,3.396,11.722,4.674,0.968,0.6632,3.93029,0,0.7406,987.3,2,2,19.78,25.51,4.2,1.62,43.1,16.6,0.0011484,6915.02827821271,1,3.852,14.115,1,2.761,0.9999,0.94,1.19e-06,81,11
