id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
1092,3.064,0.389,0.422,0.3262,0.67,2.8603,10.1568,0.22,0.000209,0.106048,0.7476,0.67,0.28,-71.5069,30.181,8.737,10.075,4.359,0.633,0.614,4.04661,2,0.7785,811.8,0,2,18.0,21.56,3.53,5.35,45.8,17.2,0.0011248,13945.723080716878,1,4.777,17.769,1,5.845,1.0587,0.76,1.16e-06,60,10
1093,2.613,0.774,0.444,2.4182,0.39,2.5316,11.162,0.38,0.00026,0.050902,0.439,0.27,0.59,56.5538,79.467,9.314,16.698,3.65,0.743,0.764,3.65324,0,0.6481,486.5,0,1,24.45,25.87,5.94,1.71,32.4,12.9,0.0002573,4888.682852450871,1,1.041,16.007,0,10.017,1.8194,0.78,1.28e-06,67,16
1094,1.361,0.615,0.514,6.1191,0.4,2.8346,6.8035,0.44,0.000231,0.090573,0.7392,0.86,0.31,-87.3487,15.253,7.791,11.619,5.011,0.989,0.7579,3.80674,1,0.7655,483.4,4,1,21.47,23.32,5.22,4.82,39.4,10.4,0.0017183,12819.99296694845,1,3.481,19.24,0,11.841,2.7759,0.85,1.57e-06,50,28
1095,2.059,0.755,0.696,3.2015,0.29,2.0626,6.6746,0.31,0.00067,0.095382,0.8487,0.32,0.63,46.0358,98.518,9.815,15.902,4.52,0.716,0.6321,5.07387,0,0.641,1283.3,4,0,20.36,24.28,0.08,1.98,30.6,13.9,0.0012276,3253.5121713366216,1,10.361,13.029,0,13.09,1.0708,0.99,1.73e-06,59,6
1096,1.347,0.789,0.749,2.8177,0.32,2.5374,6.7855,0.54,0.000549,0.092448,0.397,0.74,0.76,-14.1253,35.554,4.293,16.797,6.215,0.959,0.8437,5.14659,2,0.5731,1281.9,2,0,23.24,25.91,0.17,4.52,34.9,12.8,0.0012072,6343.712615190347,1,4.767,5.995,0,7.143,0.987,0.67,1.34e-06,37,27
1097,2.363,0.718,0.761,4.7432,0.52,2.2436,2.8075,0.27,0.00065,0.057109,0.818,0.79,0.33,-75.5313,57.013,4.187,16.6,6.724,0.613,0.8158,4.9932,1,0.57,467.4,0,1,21.21,24.53,4.48,2.38,47.6,13.7,0.0010971,10142.921027385148,1,0.326,12.623,0,12.394,1.4515,0.98,1.91e-06,113,30
1098,5.154,0.581,0.853,6.6076,0.36,2.4024,10.4111,0.58,0.00038,0.072072,0.9522,0.81,0.7,-60.0249,60.468,6.422,6.688,4.726,0.689,0.7611,3.61097,1,0.6884,1142.0,1,1,23.62,23.99,5.47,3.64,31.3,11.2,0.0002685,3202.0154296733485,1,0.919,13.175,0,8.61,1.1264,0.7,1.74e-06,30,22
1099,5.343,0.312,0.638,2.3195,0.59,2.4749,7.8784,0.28,0.00044,0.149146,0.8462,0.75,0.4,73.9181,33.353,8.615,9.724,5.993,0.885,0.6788,4.07407,2,0.6778,1312.8,3,0,21.78,24.61,2.64,5.39,34.0,11.7,0.0012222,2504.3194795368177,0,8.155,15.409,1,5.815,2.364,0.78,1.21e-06,92,24
1100,3.95,0.635,0.33,5.2062,0.48,1.3663,7.5125,0.37,0.00063,0.063268,0.4689,0.71,0.5,30.9329,48.536,7.008,11.418,3.525,0.843,0.6753,5.20373,0,0.8044,815.8,0,2,18.96,25.28,1.07,4.43,46.2,10.0,0.0014983,4244.044091343278,0,8.974,14.469,1,3.065,2.1324,0.71,1.9e-06,47,20
1101,3.332,0.638,0.445,4.3528,0.28,1.5813,10.8973,0.35,0.000151,0.127726,0.5164,0.59,0.42,64.7313,51.355,6.749,10.885,3.983,0.731,0.6845,5.06491,1,0.687,1081.7,4,0,20.73,26.69,2.17,4.74,47.5,10.0,0.0013304,13184.871886656698,0,8.405,15.855,0,9.836,2.8126,0.96,1.61e-06,95,33
1102,6.773,0.339,0.136,4.4952,0.47,2.5831,6.6355,0.51,0.000427,0.057375,0.6907,0.89,0.47,85.5706,39.322,9.7,13.023,3.12,0.719,0.9512,3.06527,1,0.6609,1144.3,2,0,18.97,22.78,2.42,0.15,45.0,11.6,0.0006145,13956.811362618228,1,7.297,18.477,1,14.258,1.1382,0.91,1.14e-06,26,7
1103,3.274,0.59,0.312,1.9406,0.31,2.4265,6.8536,0.33,0.000159,0.133224,0.1808,0.25,0.77,-5.4823,77.419,5.618,18.018,6.103,0.979,0.8811,3.61195,2,0.7624,772.4,1,2,19.56,24.64,5.46,1.6,32.5,14.7,0.001487,7439.9350297118535,1,6.566,18.775,1,13.912,2.063,0.98,1.23e-06,52,10
1104,2.526,0.487,0.407,0.7263,0.53,1.8473,6.2811,0.58,0.000267,0.126054,0.1636,0.84,0.8,10.561,53.348,8.143,16.761,7.346,0.795,0.7267,3.66648,1,0.7172,403.0,1,1,24.35,24.92,0.6,1.78,39.4,12.6,0.0016324,5538.480273368568,0,10.299,13.478,0,8.2,0.6354,0.87,1.22e-06,36,16
1105,6.314,0.21,0.808,1.2057,0.3,1.8402,7.4608,0.42,0.000535,0.139912,0.1211,0.35,0.22,-80.7744,84.845,9.811,16.592,4.855,0.652,0.8427,4.19615,2,0.8109,346.4,0,0,18.67,25.95,5.48,4.0,40.0,13.4,0.0002942,10167.347715793478,0,9.762,5.145,1,5.372,1.1464,0.74,1.81e-06,31,20
1106,6.479,0.227,0.581,3.9818,0.71,1.1303,8.1055,0.29,0.000505,0.149766,0.6452,0.45,0.68,33.3261,11.476,4.541,18.745,7.173,0.603,0.7645,3.42178,2,0.7961,529.0,2,1,20.53,23.53,4.43,1.1,48.8,12.6,0.0017359,8489.368253799086,1,11.504,17.892,0,6.775,1.4358,0.72,1.27e-06,68,18
1107,5.71,0.497,0.343,2.3149,0.63,0.7403,11.7778,0.47,0.000334,0.134631,0.1177,0.67,0.47,-50.6546,88.705,2.771,6.911,5.811,0.993,0.9487,4.80373,0,0.6079,534.3,2,0,24.3,26.49,1.56,2.53,39.2,10.9,0.001037,2407.661750708353,0,6.054,15.42,1,14.898,1.6545,0.72,2e-06,36,17
1108,6.171,0.304,0.493,0.4338,0.45,2.3942,2.0441,0.58,0.000197,0.101601,0.425,0.47,0.57,64.8279,15.302,4.817,9.611,3.623,0.602,0.7233,5.13403,0,0.7599,1119.1,4,2,21.18,21.72,2.96,1.42,46.6,16.4,0.0011166,13363.854667792866,1,2.51,5.411,1,4.793,1.4526,0.89,1.48e-06,79,11
1109,6.743,0.682,0.48,1.4173,0.42,0.7689,9.4477,0.41,0.000394,0.066634,0.8814,0.71,0.53,-62.4164,86.898,7.505,6.471,6.379,0.732,0.7955,3.86345,1,0.8527,557.3,1,2,24.0,25.53,2.54,0.37,31.1,11.5,0.0003527,4845.263644822245,0,4.516,6.208,1,11.513,2.5297,0.77,1.48e-06,92,6
1110,4.838,0.384,0.676,2.5346,0.79,0.7917,11.9618,0.46,0.000479,0.148174,0.8025,0.57,0.47,-58.633,28.356,3.547,9.807,7.455,0.813,0.9277,4.70638,0,0.7543,646.6,4,2,22.58,23.97,1.15,5.66,43.0,11.9,0.0018662,8266.396469884134,1,0.392,13.279,0,13.001,1.7653,0.68,1.52e-06,71,15
1111,1.929,0.201,0.648,6.7771,0.43,1.8458,6.7106,0.37,0.000413,0.137614,0.5304,0.77,0.86,-84.4741,17.34,5.413,8.357,6.163,0.956,0.7544,4.22336,1,0.6623,1254.9,1,0,21.11,21.79,4.98,4.46,42.7,16.6,0.0006074,10758.455564030468,0,10.091,8.335,1,8.374,2.1411,0.69,1.2e-06,118,37
1112,1.858,0.207,0.255,5.4219,0.39,1.4685,9.171,0.57,0.000314,0.133553,0.8149,0.73,0.2,28.0547,94.787,5.939,6.34,6.598,0.87,0.6522,3.47414,2,0.6726,524.1,0,0,24.98,26.8,4.64,4.25,37.9,16.2,0.0005259,8295.517319415194,0,10.351,14.432,0,14.952,2.3377,0.73,1.55e-06,20,12
1113,6.218,0.227,0.536,4.9521,0.33,1.2578,8.9067,0.29,0.000285,0.081312,0.1692,0.23,0.81,-33.9027,82.673,5.746,18.94,6.901,0.621,0.6037,4.72687,1,0.6268,659.9,0,0,19.25,22.19,0.3,3.29,40.8,14.0,0.0002947,4108.689461599402,0,3.48,5.179,0,12.025,2.788,0.79,1.26e-06,101,13
1114,5.434,0.239,0.392,1.8686,0.35,1.7387,7.0509,0.58,0.000639,0.113539,0.614,0.52,0.58,3.7533,24.295,6.321,9.884,7.622,0.795,0.9579,3.60838,1,0.8533,319.1,1,0,21.39,21.65,4.01,5.74,31.7,12.5,0.0016682,9649.074048367496,0,1.381,9.786,0,7.434,2.1283,0.75,1.05e-06,82,32
1115,6.701,0.258,0.227,1.2864,0.41,1.8399,3.7721,0.45,0.000176,0.058194,0.9472,0.45,0.58,4.6604,41.376,4.853,7.698,5.361,0.817,0.714,4.87085,2,0.8428,380.8,1,0,21.44,23.06,4.67,5.47,30.2,10.7,0.000783,4960.837663545315,1,8.813,13.021,1,7.804,0.6802,0.73,1.07e-06,105,8
1116,4.939,0.647,0.4,4.7636,0.76,1.7965,9.5359,0.21,0.000438,0.144874,0.8912,0.52,0.4,-2.7334,62.865,6.026,13.059,7.928,0.917,0.6083,5.18236,1,0.5127,938.9,1,0,21.33,26.83,4.1,1.26,48.7,17.1,0.0008301,4318.314069389493,0,9.892,14.926,0,11.826,1.3897,0.9,1.5e-06,61,14
1117,4.168,0.742,0.184,1.6423,0.29,2.3364,10.8862,0.26,0.000513,0.075295,0.2641,0.81,0.35,-36.8815,17.98,5.677,14.981,4.476,0.688,0.9479,5.04253,0,0.838,1458.0,1,2,24.84,26.75,2.15,4.83,39.7,17.3,0.0007235,5187.312685133052,0,6.498,18.645,1,8.97,1.0612,0.79,1.46e-06,28,8
1118,1.821,0.277,0.484,3.0442,0.54,0.6624,11.758,0.4,0.000216,0.118566,0.6811,0.7,0.68,6.6714,71.424,3.755,14.993,5.722,0.986,0.748,4.44863,1,0.5309,972.0,4,1,20.35,25.94,3.22,5.36,33.7,14.7,0.0009266,4786.567248229256,1,9.89,14.934,0,8.092,2.156,0.72,1.07e-06,85,27
1119,2.383,0.463,0.31,6.1971,0.36,0.5463,11.9521,0.32,0.000105,0.085596,0.2891,0.86,0.88,88.3633,62.623,3.648,17.178,5.595,0.78,0.7894,3.16562,0,0.784,654.4,0,0,23.63,24.95,3.26,3.97,38.5,14.6,0.0008155,7055.2100157354635,0,0.064,15.946,0,10.035,1.339,0.8,1.32e-06,87,23
1120,1.851,0.6,0.675,6.4788,0.65,1.3239,11.2472,0.51,0.000356,0.131535,0.3946,0.58,0.62,55.829,53.615,9.213,19.152,7.311,0.941,0.876,3.5067,2,0.7988,1326.6,3,1,19.27,25.91,0.55,4.89,35.2,14.8,0.0012859,6712.793518845499,0,11.845,5.368,0,2.951,2.8181,1.0,1.72e-06,103,28
1121,6.474,0.595,0.122,4.9049,0.35,2.0195,2.1411,0.44,0.000526,0.109957,0.5236,0.25,0.21,12.3179,69.184,4.387,14.653,5.407,0.783,0.9544,4.17175,2,0.603,764.4,0,1,21.11,25.15,3.47,3.74,43.7,10.6,0.0017212,6007.050543179577,0,11.595,18.235,1,1.601,2.933,0.66,1.08e-06,114,32
1122,2.065,0.731,0.175,5.7966,0.45,2.4304,9.675,0.44,0.000301,0.105578,0.3952,0.3,0.26,-51.0058,33.906,7.286,17.294,6.21,0.757,0.9409,3.12179,2,0.5972,1156.3,3,1,20.0,25.22,4.16,2.19,46.5,17.7,0.0009505,4552.823081664756,0,3.124,14.089,0,12.979,1.332,0.99,1.45e-06,104,9
1123,5.415,0.551,0.689,4.8096,0.48,1.6773,10.3603,0.52,0.000152,0.050392,0.8907,0.41,0.26,-87.8835,99.394,6.075,19.418,4.902,0.732,0.8367,4.61937,1,0.5352,628.9,3,1,18.51,22.08,3.18,3.66,35.7,11.1,0.0014429,12125.425652153323,0,0.212,12.031,1,13.513,1.915,0.9,1.99e-06,104,35
1124,3.577,0.548,0.11,6.4595,0.49,2.4704,3.8433,0.35,0.000192,0.140863,0.6142,0.54,0.88,-10.7577,20.901,6.006,15.376,5.26,0.786,0.6259,3.35448,0,0.7291,490.1,3,2,18.27,20.07,3.66,0.39,35.0,13.1,0.0006939,4072.941421807621,1,4.036,17.631,0,12.693,0.7413,0.78,1.55e-06,54,12
1125,3.276,0.472,0.473,6.2867,0.63,0.663,4.2465,0.46,0.000364,0.062252,0.1002,0.48,0.4,59.1157,15.658,4.381,19.892,5.356,0.965,0.778,5.12531,1,0.5674,661.6,0,1,24.21,26.67,1.96,0.93,40.7,13.4,0.0004344,7472.487942720745,0,7.367,6.578,0,2.731,1.2944,0.99,1.24e-06,69,27
1126,6.395,0.568,0.571,1.4403,0.32,2.4082,11.0023,0.3,0.000313,0.123384,0.8229,0.85,0.35,-37.974,72.037,6.278,9.92,3.593,0.69,0.6304,5.21121,2,0.5104,801.3,0,0,23.27,26.7,4.57,3.58,36.0,17.5,0.0014822,2483.0386411271393,1,10.76,18.483,1,11.845,2.1757,0.72,1.2e-06,35,14
1127,1.28,0.203,0.817,1.5565,0.69,2.0824,11.5079,0.41,0.000649,0.076953,0.117,0.22,0.35,-85.0548,74.044,6.842,14.026,5.725,0.849,0.7731,3.38242,0,0.7827,1106.1,0,1,19.88,25.08,0.83,4.54,32.3,11.5,0.0019448,10809.740613687096,1,10.556,10.697,0,8.779,0.8624,0.98,1.48e-06,51,27
1128,2.585,0.633,0.89,6.6983,0.3,1.5338,11.7869,0.26,0.0007,0.109704,0.2778,0.3,0.76,70.8334,17.523,8.498,8.308,6.408,0.675,0.7945,4.03671,0,0.6734,408.9,1,2,24.12,25.69,5.17,3.66,30.8,10.0,0.0012748,8713.786995890132,1,11.094,11.221,1,9.279,1.5231,0.86,1.41e-06,91,2
1129,1.231,0.588,0.157,3.2563,0.51,0.9982,2.0455,0.3,0.000396,0.071814,0.3549,0.37,0.24,-83.8991,37.756,9.037,7.767,6.398,0.727,0.7687,5.15712,2,0.7268,1346.4,1,1,20.44,24.7,1.22,1.9,34.2,10.4,0.0003767,11291.228131278907,0,2.368,9.367,1,9.3,0.6658,0.7,1.81e-06,83,23
1130,4.456,0.315,0.83,2.4576,0.71,1.0281,5.6368,0.57,0.000454,0.095967,0.8384,0.49,0.59,-16.2744,36.29,3.056,19.405,3.982,0.903,0.774,4.70014,2,0.6798,1129.3,1,1,24.57,25.05,5.63,3.16,45.0,13.3,0.0019321,12651.6015991383,1,3.818,8.7,1,11.292,2.6551,0.65,1.74e-06,114,34
1131,4.413,0.295,0.344,1.9386,0.49,2.255,6.1731,0.29,0.000106,0.089112,0.8188,0.33,0.79,35.0724,30.081,3.351,7.602,6.785,0.961,0.7994,5.02535,0,0.537,651.2,3,0,22.72,25.09,1.78,1.72,32.3,16.9,0.0014848,11784.608295919334,1,7.119,18.694,0,5.391,0.9099,0.76,1.59e-06,62,10
1132,5.829,0.767,0.604,4.7464,0.59,2.9727,6.4574,0.4,0.000222,0.104413,0.1804,0.46,0.43,-75.0333,32.269,8.368,14.866,5.523,0.684,0.797,4.67194,0,0.7289,694.0,2,2,18.85,26.68,3.12,5.04,48.9,13.7,0.0005439,6545.258169577831,0,8.946,18.047,0,11.369,2.4824,0.93,1.63e-06,112,38
1133,3.385,0.332,0.271,0.9592,0.63,1.2368,10.6031,0.59,0.000559,0.071032,0.4797,0.7,0.68,-53.6958,30.845,5.786,12.221,4.916,0.977,0.7281,4.63026,0,0.6146,818.0,0,1,21.13,24.45,4.11,2.26,42.8,17.7,0.001573,4451.587265715793,1,8.679,7.552,0,12.991,2.9116,0.92,1.43e-06,113,25
1134,2.522,0.509,0.493,4.3597,0.65,0.9521,7.7664,0.23,0.000478,0.073573,0.9318,0.81,0.73,32.4543,59.676,9.54,18.003,5.803,0.906,0.735,5.26031,2,0.582,1146.1,2,1,20.43,26.29,0.76,3.64,36.8,14.3,0.0015335,8178.019557122775,1,2.85,6.594,0,4.046,2.3235,0.84,1.04e-06,65,35
1135,6.133,0.27,0.509,3.012,0.38,1.4464,2.8345,0.29,0.000173,0.144105,0.534,0.74,0.56,-85.6669,20.043,8.129,12.349,3.014,0.866,0.6551,4.63569,1,0.8112,1452.8,2,2,23.69,25.24,4.56,2.78,39.3,13.5,0.001368,7142.315868017593,1,5.08,5.813,1,6.698,0.6412,0.84,1.12e-06,68,21
1136,3.763,0.626,0.303,0.304,0.57,2.4565,2.175,0.33,0.000135,0.063127,0.2968,0.5,0.87,-35.5418,48.37,4.717,19.312,5.62,0.615,0.6227,3.35837,2,0.5573,566.5,1,1,22.97,26.05,2.82,5.81,42.2,11.9,0.0010072,11567.053319500588,0,2.561,15.623,0,6.798,2.1125,0.76,1.15e-06,23,38
1137,4.043,0.342,0.376,3.6626,0.63,0.829,2.3078,0.51,0.000276,0.05579,0.3235,0.42,0.88,-47.4665,56.661,6.637,12.711,5.435,0.73,0.8948,5.11259,2,0.5888,460.5,0,0,23.17,23.74,2.52,5.75,37.3,10.3,0.0002083,5089.52610462693,1,6.698,9.876,1,13.604,1.4634,0.86,1.94e-06,94,34
1138,5.512,0.319,0.27,6.2722,0.29,1.1798,4.284,0.46,0.000405,0.119888,0.1632,0.63,0.48,5.8252,87.752,7.978,11.364,7.542,0.659,0.9219,4.94865,1,0.7248,1006.1,0,2,18.21,22.89,4.3,2.53,49.2,11.8,0.001961,11601.376977494258,0,0.761,16.605,0,13.846,2.4429,0.8,1.61e-06,60,16
1139,2.087,0.743,0.184,3.4898,0.7,2.8568,7.0129,0.56,0.000691,0.146185,0.1932,0.61,0.75,-18.7521,34.95,5.438,19.824,7.961,0.894,0.6534,5.09137,1,0.6957,1274.1,0,2,18.99,23.33,1.43,0.33,33.4,11.0,0.0008287,13224.495647226748,0,8.941,8.413,1,9.352,0.8392,0.69,1.78e-06,36,35
1140,2.379,0.22,0.81,2.5181,0.52,0.716,7.0838,0.25,0.000687,0.096551,0.2564,0.79,0.61,17.928,68.724,7.712,19.109,6.12,0.608,0.6612,3.07718,1,0.5164,602.5,4,2,20.21,25.77,1.71,0.47,49.6,13.3,0.0013479,3199.5044274976854,1,9.146,13.618,1,13.87,1.5771,0.68,1.16e-06,55,16
1141,1.25,0.575,0.694,6.8818,0.62,2.5411,5.644,0.58,0.000219,0.102051,0.327,0.43,0.32,67.5623,70.332,7.074,18.406,5.68,0.628,0.6682,3.75339,0,0.7934,407.1,2,1,22.37,26.5,1.17,5.99,37.8,13.9,0.0007971,5635.844009026932,1,9.826,11.09,1,11.998,0.6854,0.9,1.64e-06,79,34
1142,2.782,0.326,0.451,4.3783,0.45,2.3999,3.9079,0.55,0.000497,0.075395,0.6166,0.57,0.61,-55.4383,65.043,4.334,13.733,3.038,0.921,0.9084,4.75927,1,0.8501,528.0,0,2,23.08,26.9,4.96,4.02,48.2,15.0,0.0017174,9506.441292038697,0,11.18,14.272,0,13.336,1.4585,0.78,1.32e-06,34,17
1143,6.007,0.242,0.285,3.7223,0.3,0.8873,10.2722,0.32,0.000253,0.141586,0.2394,0.85,0.37,29.767,24.906,7.428,9.075,6.703,0.912,0.8895,3.17903,1,0.8124,434.8,3,1,21.63,22.68,4.63,0.24,37.2,17.2,0.0006178,12918.672990679097,0,8.368,10.531,1,1.373,2.2549,0.69,1.32e-06,109,26
1144,5.944,0.611,0.293,5.0924,0.31,2.7423,11.659,0.51,0.000475,0.129126,0.8661,0.36,0.28,71.6524,35.876,3.439,17.326,6.876,0.935,0.9516,3.30861,1,0.5684,431.6,3,2,21.33,23.16,4.96,5.52,40.4,14.9,0.0011467,2278.542579936365,0,6.801,12.655,1,12.732,2.1249,0.77,1.47e-06,84,9
1145,2.218,0.792,0.244,6.3828,0.46,2.9266,7.5266,0.6,0.000699,0.087562,0.1359,0.6,0.72,-4.3824,69.591,8.172,6.854,6.563,0.925,0.932,4.33434,1,0.6955,1158.7,2,2,18.3,20.28,1.68,4.93,44.9,17.5,0.0014808,12928.581950649408,0,4.878,5.423,0,4.245,0.7195,0.93,1.33e-06,101,25
1146,6.974,0.713,0.202,6.0132,0.39,1.1159,2.4468,0.39,0.000391,0.06495,0.6267,0.38,0.82,-45.3406,54.16,2.795,9.085,6.881,0.837,0.8912,5.33293,2,0.6778,682.9,1,0,20.66,22.2,3.41,1.16,35.7,16.4,0.0017366,7630.845825994859,1,5.973,17.523,1,12.989,1.4957,0.86,1.01e-06,34,18
1147,6.5,0.55,0.243,1.2734,0.6,1.2746,6.7411,0.31,0.000531,0.132991,0.7858,0.52,0.74,46.4705,63.105,9.256,16.076,7.705,0.884,0.6246,4.70762,1,0.7777,344.9,2,2,18.69,23.27,3.09,5.52,46.3,11.8,0.0012474,3716.3410014216965,1,5.316,13.878,0,6.945,2.8247,0.92,1.46e-06,105,19
1148,5.885,0.522,0.464,1.6607,0.4,0.7474,5.3819,0.25,0.000226,0.129162,0.7673,0.64,0.61,5.1825,25.086,4.309,9.876,3.868,0.884,0.6323,4.48757,1,0.8188,1299.7,0,1,23.25,26.99,2.65,4.2,48.4,10.3,0.001057,2831.5096690576343,1,1.725,12.064,0,10.684,2.0674,0.71,1.68e-06,77,26
1149,3.022,0.504,0.857,3.9908,0.48,1.568,8.6969,0.22,0.00023,0.130593,0.7445,0.9,0.23,-81.4943,86.793,5.065,10.536,5.632,0.931,0.692,4.72975,2,0.5588,922.0,3,2,18.47,22.42,2.62,4.09,42.9,16.3,0.0008469,2732.417168240485,1,8.285,14.611,1,4.644,1.7357,0.99,1.8e-06,117,12
1150,4.453,0.788,0.346,3.6371,0.44,2.7881,7.2841,0.42,0.000568,0.127889,0.5847,0.54,0.48,31.1152,65.454,9.013,8.159,3.947,0.884,0.948,3.42267,0,0.681,1088.2,1,0,19.58,26.42,3.42,0.8,36.7,17.5,0.000745,12139.811933774563,0,11.97,18.374,1,4.069,0.7331,0.79,1.63e-06,111,35
1151,4.635,0.582,0.354,5.6774,0.54,1.7266,9.8942,0.24,0.000299,0.08549,0.1019,0.48,0.78,4.9392,23.792,3.991,15.706,4.412,0.682,0.7064,4.59469,0,0.6167,757.5,3,1,21.75,24.17,2.82,4.57,40.7,12.3,0.0004125,11675.789191083379,1,0.855,9.269,1,13.823,1.549,0.97,1.22e-06,67,9
1152,3.356,0.266,0.266,5.6463,0.3,1.5758,10.838,0.36,0.0001,0.103641,0.3258,0.88,0.34,-50.1719,22.111,6.906,17.282,5.922,0.857,0.8072,5.10469,1,0.8378,747.2,2,1,20.98,21.94,1.09,5.02,48.2,16.7,0.0012688,7177.6862913903215,1,2.121,12.186,1,14.343,1.8734,0.94,1.12e-06,93,23
1153,3.034,0.526,0.604,1.7536,0.73,0.7951,8.6247,0.35,0.000151,0.137434,0.9456,0.68,0.38,-26.1586,68.199,3.835,13.152,6.173,0.695,0.7419,4.15412,0,0.5923,795.9,3,1,18.62,24.93,5.92,3.71,30.5,10.4,0.0009667,10278.186552824845,1,2.778,7.003,0,4.103,2.9402,0.8,1.91e-06,121,25
1154,5.837,0.647,0.823,3.7124,0.3,1.0338,4.9148,0.46,0.000621,0.139983,0.7435,0.27,0.47,-66.6977,77.124,9.417,19.729,4.556,0.932,0.929,3.30659,1,0.7636,955.6,3,2,19.06,24.76,4.45,2.56,33.2,14.7,0.0004913,3962.8196617164285,0,3.55,16.93,0,6.031,2.4418,0.99,1.87e-06,57,10
1155,5.877,0.613,0.291,6.5231,0.61,2.6568,11.7085,0.34,0.000208,0.070494,0.993,0.83,0.35,-26.4068,55.522,9.321,11.574,6.231,0.67,0.834,4.26931,2,0.6045,1481.4,0,2,18.47,23.66,2.02,3.69,32.4,14.0,0.0018903,9044.632220908792,0,11.304,17.928,0,8.606,2.2736,0.91,1.13e-06,116,16
1156,4.968,0.599,0.186,5.5752,0.5,0.9553,2.3707,0.47,0.000191,0.118425,0.6858,0.46,0.87,-89.1242,89.832,6.702,11.332,3.015,0.84,0.9542,3.75228,0,0.7329,1049.5,1,2,21.24,24.8,5.13,1.28,48.9,15.5,0.0007402,11743.979594784225,0,3.586,8.79,1,7.184,1.3821,1.0,1.62e-06,21,31
1157,4.752,0.47,0.652,5.3601,0.41,1.411,11.1521,0.29,0.0002,0.117573,0.7243,0.35,0.27,-27.7212,86.15,8.403,12.316,7.139,0.662,0.6571,3.31587,1,0.7302,353.6,1,1,18.66,25.12,0.91,4.96,41.9,13.7,0.0012294,6388.177727629324,0,2.49,9.338,0,4.32,1.9187,0.95,1.33e-06,60,2
1158,5.411,0.423,0.888,4.2662,0.38,1.3855,2.8638,0.58,0.000468,0.119578,0.8579,0.85,0.83,-31.9681,63.966,7.745,12.974,7.09,0.677,0.6381,4.48827,2,0.7668,1135.4,3,0,19.32,25.02,0.5,5.27,43.6,15.8,0.0010361,2463.097044843528,0,2.771,5.806,0,10.938,0.8131,0.91,1.84e-06,68,6
1159,2.716,0.391,0.475,5.11,0.58,1.4528,8.5632,0.6,0.000475,0.05147,0.5931,0.9,0.28,-25.9683,67.359,8.989,7.656,5.965,0.797,0.6703,4.1989,1,0.859,643.3,3,0,18.03,25.59,3.16,1.07,47.6,11.1,0.0015548,7902.666318395112,1,4.577,5.068,0,1.507,1.238,0.83,1.96e-06,117,13
1160,3.132,0.372,0.197,4.5024,0.68,2.6156,4.2321,0.38,0.000528,0.133974,0.6749,0.89,0.51,54.8822,61.861,4.55,19.572,3.938,0.834,0.7782,3.85228,2,0.5768,725.1,0,1,22.14,23.18,5.02,4.8,32.3,14.2,0.0014751,6425.822596878171,1,4.995,14.975,0,14.105,1.2931,0.97,1.29e-06,89,30
1161,5.521,0.55,0.539,1.5647,0.44,2.4531,11.4082,0.34,0.000434,0.059183,0.3232,0.55,0.43,-29.4432,74.99,7.986,14.692,6.594,0.765,0.9033,4.0287,1,0.7783,1475.4,2,1,24.88,25.7,5.19,4.87,40.9,15.7,0.0010706,10151.06182900762,0,11.192,14.129,1,2.585,1.1338,0.95,1.81e-06,112,30
1162,1.706,0.457,0.477,5.7125,0.54,1.0867,6.7955,0.39,0.000597,0.072512,0.3019,0.52,0.81,-3.4934,49.259,5.681,7.718,6.4,0.771,0.8803,4.71103,0,0.7172,1407.8,0,2,20.86,21.43,0.99,2.06,36.8,13.2,0.0010015,7397.6748904193155,0,10.472,14.06,1,1.119,2.9233,0.93,1.08e-06,114,34
1163,5.413,0.703,0.774,0.575,0.37,1.784,4.9209,0.43,0.000105,0.132621,0.4279,0.43,0.58,-16.1673,47.808,8.963,16.159,6.112,0.936,0.716,3.80568,1,0.7821,570.7,2,2,19.53,25.99,0.33,1.85,44.4,13.2,0.0011847,4992.929706241328,0,4.236,18.12,1,4.738,2.6647,0.72,1.77e-06,42,23
1164,1.56,0.778,0.328,0.3756,0.72,1.8939,9.6313,0.38,0.000563,0.146936,0.4766,0.83,0.88,49.963,58.247,2.828,16.257,6.301,0.726,0.9452,3.7169,2,0.6955,564.5,2,1,19.6,22.28,5.11,5.33,37.9,14.4,0.0018504,10032.054308077903,1,6.197,9.957,1,8.649,0.7981,0.75,1.34e-06,117,36
