id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
1256,3.898,0.274,0.831,4.3747,0.43,1.87,5.9783,0.49,0.000584,0.087226,0.2581,0.79,0.49,66.9917,65.892,5.321,19.624,6.849,0.795,0.697,3.20654,1,0.7432,750.5,3,1,21.65,22.01,2.34,0.16,36.3,12.4,0.0004428,5805.928540954681,0,2.904,18.947,0,9.767,1.1158,0.74,1e-06,28,11
1257,4.129,0.799,0.665,0.9427,0.76,2.1024,3.7742,0.28,0.000579,0.13057,0.6231,0.53,0.56,23.5606,54.62,2.85,14.097,4.707,0.677,0.8017,4.27463,2,0.835,825.7,4,1,18.49,20.07,3.59,1.05,40.3,10.9,0.0014199,7113.358542030727,1,2.289,6.14,1,14.345,0.6924,0.88,1.04e-06,108,30
1258,5.892,0.733,0.672,2.4991,0.67,2.811,4.5451,0.55,0.000237,0.126248,0.6274,0.31,0.39,-59.0481,18.266,6.188,11.578,5.932,0.671,0.6753,4.25764,1,0.594,918.1,3,0,23.93,24.3,3.44,5.14,48.6,14.4,0.0008558,10186.583331601032,1,8.316,18.556,0,9.408,2.6753,0.8,1.18e-06,73,18
1259,3.14,0.633,0.331,2.0954,0.65,2.28,2.4685,0.41,0.00045,0.094641,0.6175,0.53,0.31,-48.4241,97.562,2.949,15.831,4.402,0.725,0.9403,3.23647,0,0.8343,1122.8,4,0,22.95,26.97,4.91,1.05,46.2,10.4,0.0015735,11964.45579034585,0,8.207,5.239,0,7.466,0.6106,0.7,1.9e-06,82,15
1260,4.996,0.513,0.417,6.1877,0.56,0.9576,3.5545,0.54,0.000683,0.059626,0.8109,0.33,0.52,36.8569,12.469,3.768,17.275,4.523,0.784,0.6818,5.23687,1,0.8308,1435.5,3,0,23.72,23.9,0.74,1.56,50.0,12.9,0.0007677,3926.6888986022786,1,2.278,19.736,0,5.175,2.7824,0.95,1.84e-06,101,7
1261,1.608,0.239,0.846,6.5736,0.61,1.3464,11.7492,0.42,0.000297,0.078746,0.1889,0.32,0.35,18.8806,51.391,5.68,16.713,5.395,0.896,0.6664,4.78989,0,0.586,533.3,2,2,21.47,25.18,4.73,5.66,32.7,14.7,0.0014691,6668.02530298758,1,6.608,7.648,0,13.448,2.0299,0.7,1.26e-06,61,20
1262,5.339,0.615,0.144,5.2538,0.78,1.0252,11.2405,0.35,0.000169,0.115065,0.5117,0.41,0.54,47.054,71.271,3.341,11.213,7.591,0.77,0.823,3.53651,1,0.8364,1203.3,2,2,22.7,25.88,0.12,0.45,39.4,10.9,0.0007346,12479.073432235875,0,6.706,18.044,1,12.97,1.5378,0.93,1.3e-06,106,32
1263,5.904,0.515,0.451,1.7414,0.32,1.3276,9.3396,0.36,0.00031,0.125296,0.6866,0.21,0.45,-62.2431,16.741,8.61,15.934,3.048,0.741,0.9124,3.19987,2,0.69,815.8,1,2,22.77,24.37,5.96,3.59,34.7,11.1,0.0019433,13609.68628585052,0,8.836,17.59,0,2.239,1.1298,0.81,1.13e-06,78,28
1264,5.233,0.48,0.778,4.1182,0.47,2.6384,3.0858,0.5,0.000176,0.064297,0.8053,0.26,0.83,-58.5106,59.942,8.545,13.718,3.765,0.695,0.6837,3.87287,0,0.6594,719.8,0,0,18.07,25.35,3.93,3.73,35.7,12.0,0.0012939,11800.760963054843,1,7.491,11.997,1,4.409,2.5467,0.81,1.55e-06,73,40
1265,1.848,0.218,0.74,3.8798,0.49,1.671,11.3232,0.3,0.000489,0.108115,0.7363,0.72,0.58,84.9022,79.992,8.958,14.508,7.888,0.751,0.8267,5.1075,1,0.7573,804.2,1,2,20.55,25.32,2.23,1.3,39.3,17.4,0.0016099,4549.50803521829,1,10.013,14.739,0,10.618,2.0654,0.75,1.54e-06,49,40
1266,2.673,0.666,0.374,3.6611,0.61,2.6214,10.737,0.33,0.000245,0.095205,0.2328,0.44,0.39,-40.2524,90.329,5.754,16.349,3.357,0.664,0.8009,3.27845,2,0.8522,865.6,4,2,24.08,26.57,3.6,1.59,45.9,10.9,0.0005693,10552.33952600852,0,1.056,7.05,1,5.454,1.3062,0.88,1.71e-06,97,24
1267,6.977,0.719,0.449,2.9158,0.55,2.6478,5.1505,0.48,0.000248,0.092112,0.9289,0.64,0.67,10.9175,92.993,7.963,16.808,6.797,0.622,0.7767,5.18533,2,0.5487,782.3,2,1,20.28,23.51,3.82,0.43,49.3,10.2,0.0002636,13110.35653326372,1,3.039,7.455,1,10.017,0.858,0.68,1.82e-06,79,32
1268,1.771,0.493,0.887,3.8495,0.66,2.3229,10.589,0.37,0.000362,0.148954,0.1913,0.28,0.72,-16.2663,30.777,3.692,12.644,4.179,0.683,0.8732,3.26786,0,0.7392,418.6,3,0,24.28,26.65,5.83,5.8,40.7,14.8,0.0008635,7912.364932637744,1,4.638,18.802,1,11.58,0.7214,0.93,1.32e-06,39,37
1269,6.164,0.381,0.439,3.769,0.29,0.7779,6.0144,0.56,0.000587,0.117386,0.8677,0.86,0.21,-31.9358,90.431,5.094,14.564,4.642,0.611,0.7971,5.48862,1,0.7101,336.7,1,2,19.59,24.85,1.54,2.84,33.4,14.2,0.001583,11738.648812926536,0,11.303,10.311,0,2.104,2.1897,0.83,1.41e-06,57,13
1270,2.924,0.788,0.489,6.1193,0.6,0.6044,6.6982,0.39,0.000666,0.079835,0.2064,0.65,0.29,12.5556,73.277,5.343,14.544,6.23,0.82,0.8295,5.20236,2,0.6359,1183.0,1,1,22.18,22.28,2.13,3.95,34.1,10.3,0.0003487,3162.1863304768895,0,4.26,13.347,0,6.801,1.3815,0.79,1.76e-06,66,6
1271,5.597,0.482,0.273,1.6249,0.6,0.5416,3.6627,0.51,0.00031,0.083775,0.2313,0.57,0.29,-61.7633,94.271,7.76,6.806,7.133,0.749,0.6985,3.90959,0,0.5912,1176.8,1,0,18.95,26.76,0.91,4.42,36.8,16.4,0.0015978,5871.658919754755,1,8.825,6.009,1,1.741,1.0253,0.65,1.81e-06,67,12
1272,3.358,0.477,0.418,2.1217,0.45,0.5794,2.4969,0.21,0.000626,0.128671,0.8323,0.65,0.26,-40.8323,13.598,3.508,14.84,5.801,0.859,0.6359,5.35708,1,0.7797,957.8,2,0,20.42,23.3,4.03,1.24,37.1,14.5,0.0016949,4742.711783667417,1,4.473,14.732,0,14.871,1.8011,0.77,1.61e-06,89,30
1273,3.747,0.52,0.27,4.1805,0.5,1.9427,3.645,0.33,0.000381,0.063443,0.5351,0.9,0.58,-76.0268,47.302,3.435,10.592,4.992,0.883,0.8868,5.0951,2,0.7598,1473.5,1,2,22.22,25.93,6.0,2.28,32.0,14.1,0.0009451,6017.938803146393,1,5.814,13.308,1,13.482,1.0534,0.99,1.88e-06,93,5
1274,5.656,0.409,0.142,6.0051,0.5,2.5472,9.6018,0.6,0.000608,0.147255,0.4658,0.5,0.41,6.6886,41.23,6.129,14.414,4.767,0.65,0.9087,4.0352,1,0.8058,773.9,1,0,21.81,26.15,1.75,3.77,38.6,15.6,0.0013395,10570.62163910913,1,1.406,8.679,1,13.558,2.5733,0.71,1.01e-06,28,36
1275,3.989,0.723,0.581,4.787,0.37,2.7038,11.9643,0.2,0.0004,0.123291,0.5441,0.26,0.73,21.763,31.841,6.871,18.318,6.096,0.998,0.7608,4.21731,1,0.5507,914.0,4,0,21.16,23.57,4.17,2.96,38.5,11.2,0.001591,6547.444524814577,1,10.657,17.362,1,2.237,1.5452,0.96,1.83e-06,62,27
1276,6.573,0.78,0.502,1.1324,0.66,1.1042,6.3305,0.26,0.00012,0.084052,0.5486,0.4,0.49,65.0851,16.729,6.851,13.486,5.867,0.851,0.7595,3.31877,2,0.5026,937.1,2,1,19.99,21.34,5.02,0.26,47.6,17.4,0.001835,8287.41972219221,0,0.79,5.573,1,12.228,2.1338,0.98,1.71e-06,79,19
1277,6.586,0.206,0.594,2.2092,0.3,2.3013,4.7493,0.41,0.000675,0.112759,0.9139,0.78,0.63,87.1986,84.74,6.749,10.657,4.426,0.63,0.925,3.16176,1,0.7549,1490.6,4,1,24.08,25.65,1.91,3.76,46.5,16.9,0.0019954,8658.312427630768,0,10.526,5.406,1,14.496,1.8295,0.74,1.79e-06,60,22
1278,2.778,0.228,0.683,1.7062,0.43,1.4606,11.7532,0.52,0.000167,0.069041,0.6122,0.73,0.43,-81.588,20.429,4.087,7.639,4.812,0.816,0.6925,4.18028,2,0.6398,392.8,4,0,21.46,25.45,3.22,3.77,46.3,15.3,0.0012676,10697.350260809353,0,6.833,17.793,1,12.741,1.0729,0.78,1.99e-06,68,23
1279,5.626,0.551,0.231,0.2779,0.54,1.9977,8.7622,0.57,0.000462,0.134909,0.1841,0.73,0.26,-85.722,61.671,8.281,12.184,4.622,0.977,0.6234,4.24506,0,0.814,564.4,4,1,23.59,26.6,1.37,5.26,44.5,14.5,0.0002826,4305.795748282768,0,9.41,14.897,1,7.873,0.7513,0.83,1.86e-06,71,17
1280,2.302,0.671,0.227,2.9972,0.55,2.6076,3.3674,0.4,0.000626,0.072798,0.1724,0.54,0.72,68.126,35.969,5.101,12.813,6.351,0.834,0.8022,3.84436,2,0.6092,1025.0,2,2,20.11,23.17,3.41,2.22,30.4,17.0,0.000597,4344.668737201766,0,0.364,14.306,0,2.225,0.7029,0.78,1.34e-06,90,30
1281,1.355,0.244,0.828,1.9246,0.52,2.1405,2.1557,0.22,0.000647,0.065268,0.4019,0.46,0.51,0.7635,86.269,9.053,16.117,3.857,0.758,0.6364,5.261,0,0.5929,798.9,2,1,20.8,22.12,1.19,2.78,49.3,13.8,0.0019249,3557.7433991859,1,9.342,16.403,0,5.008,2.7744,0.65,1.56e-06,55,39
1282,5.505,0.389,0.152,1.911,0.64,0.7771,2.7898,0.28,0.000202,0.110182,0.5927,0.2,0.36,-18.0717,43.881,8.149,9.711,5.211,0.763,0.7412,4.88947,1,0.612,1200.4,2,0,20.1,25.39,3.81,1.84,48.3,10.6,0.0008217,7486.336210254285,1,0.834,7.765,0,13.446,2.4962,0.84,1e-06,115,30
1283,6.379,0.658,0.721,5.4124,0.46,1.1696,2.0611,0.42,0.000411,0.069961,0.1855,0.5,0.54,-66.2746,23.363,6.544,8.092,3.771,0.849,0.7666,5.4418,1,0.5336,974.6,0,0,19.41,24.78,2.09,2.6,47.5,14.7,0.0002771,7057.87742027825,1,12.0,13.974,1,8.833,2.0371,0.92,1.32e-06,52,36
1284,1.966,0.715,0.174,2.9652,0.59,0.8263,3.8285,0.41,0.000522,0.087263,0.7885,0.83,0.86,-57.3336,89.069,3.343,16.615,4.688,0.991,0.6402,4.38503,1,0.5079,1424.9,3,2,21.4,25.59,2.91,0.22,49.3,16.7,0.0011659,7654.201866635327,0,9.105,13.214,1,10.807,1.5485,0.85,1.02e-06,111,22
1285,4.102,0.515,0.854,6.012,0.3,2.2764,3.4479,0.4,0.000194,0.119914,0.8721,0.9,0.9,82.5979,83.514,2.884,11.476,6.209,0.812,0.6918,4.66707,2,0.6553,391.3,4,1,24.42,24.95,3.97,2.25,38.8,13.5,0.0011354,3828.0838574185736,1,4.878,18.079,1,11.052,1.9856,0.92,1.84e-06,80,31
1286,6.963,0.393,0.812,2.4677,0.36,2.7304,11.7815,0.35,0.000543,0.107219,0.7638,0.47,0.65,31.0932,59.336,7.677,8.763,5.112,0.907,0.9285,4.73354,1,0.6131,607.6,0,0,22.82,24.49,4.32,4.78,38.8,11.7,0.0008933,9365.178144408263,1,7.667,5.946,1,8.755,1.8496,0.83,1.55e-06,31,28
1287,2.906,0.357,0.153,1.2764,0.35,1.6388,11.8215,0.6,0.000383,0.147232,0.1091,0.46,0.56,60.7891,36.008,8.59,15.497,3.127,0.907,0.669,5.2574,0,0.6526,1271.0,0,1,24.87,25.47,0.71,0.22,37.1,14.8,0.0013691,13974.900401452705,1,5.151,8.424,0,9.965,1.6842,0.66,1.28e-06,113,26
1288,3.886,0.234,0.335,6.257,0.47,2.9652,8.3361,0.48,0.000489,0.1446,0.9163,0.24,0.51,69.5424,95.539,4.509,17.501,4.372,0.857,0.7059,5.11267,0,0.6591,405.8,4,0,18.87,21.92,3.6,2.9,42.3,16.3,0.0002102,7014.327735847643,0,3.087,13.175,1,4.153,2.0467,1.0,1.43e-06,82,34
1289,3.732,0.597,0.878,4.4765,0.45,1.112,2.1378,0.4,0.000314,0.064421,0.8143,0.46,0.74,64.0223,59.042,9.119,6.408,7.745,0.819,0.8971,3.15677,2,0.578,358.2,2,0,24.14,26.49,0.45,0.01,37.6,15.9,0.0012708,5983.866029511168,0,5.065,16.396,0,13.913,2.7641,0.73,1.98e-06,85,36
1290,4.416,0.695,0.413,0.8491,0.62,0.9909,5.9841,0.28,0.000565,0.072183,0.183,0.54,0.78,62.9318,40.738,9.016,13.073,7.606,0.868,0.6712,4.70738,0,0.5203,1403.1,4,0,23.99,25.8,5.86,3.39,32.2,15.6,0.0010657,3049.2216086857725,1,1.517,11.862,1,12.441,2.4653,0.96,1.28e-06,123,35
1291,2.97,0.613,0.217,6.0042,0.53,1.1287,2.5251,0.45,0.000163,0.053952,0.2847,0.47,0.87,8.2461,41.754,8.476,18.177,4.599,0.651,0.7425,5.36172,0,0.7727,1120.5,4,2,23.94,26.86,0.92,1.57,43.2,13.8,0.0007043,2481.8088538421775,1,6.023,8.77,1,8.819,1.9619,0.74,1.43e-06,75,3
1292,1.396,0.605,0.495,4.3358,0.64,0.6368,5.8678,0.33,0.000552,0.129082,0.6262,0.63,0.76,-71.8726,12.193,4.103,18.182,7.808,0.862,0.6856,4.22685,1,0.7814,1038.4,4,2,23.97,26.39,2.56,4.15,34.9,15.7,0.0003,7213.981933202385,1,11.667,10.345,0,3.785,2.0993,0.7,1.55e-06,76,39
1293,6.085,0.496,0.544,2.1769,0.6,1.2509,7.541,0.28,0.000441,0.111985,0.798,0.56,0.46,-4.1162,21.569,2.998,15.411,7.053,0.691,0.7154,4.56883,2,0.8477,1495.5,1,2,24.86,26.14,4.65,1.59,47.3,14.2,0.0007328,13259.121391610744,1,4.156,9.254,1,4.96,1.1297,0.78,1.22e-06,31,31
1294,1.316,0.771,0.602,4.3461,0.35,1.5163,8.0439,0.25,0.000328,0.146949,0.6076,0.45,0.53,30.8305,16.005,5.798,18.358,3.953,0.809,0.7214,3.56191,0,0.6906,695.8,2,1,18.33,26.29,4.43,2.03,33.8,15.8,0.0013978,4198.030869069304,1,7.336,13.401,1,14.048,1.3186,0.85,1.06e-06,109,38
1295,6.564,0.746,0.406,2.2872,0.64,1.287,11.5598,0.4,0.000379,0.067371,0.2744,0.81,0.24,-17.8563,83.527,5.081,9.19,3.137,0.86,0.9309,4.65307,0,0.7386,443.4,4,0,21.56,24.53,0.38,2.04,48.9,16.8,0.0018311,4448.484467510329,0,8.429,9.076,1,8.7,1.4347,0.88,1.07e-06,88,26
1296,3.884,0.544,0.829,4.3556,0.45,0.8622,10.4032,0.36,0.000309,0.146848,0.3411,0.32,0.31,-85.9633,53.899,7.79,6.593,7.775,0.806,0.6571,4.2836,1,0.649,472.5,2,1,23.39,26.57,0.54,4.58,40.7,12.1,0.0013197,10852.004716857915,1,10.706,17.246,0,6.541,2.9112,0.7,1.76e-06,22,4
1297,1.572,0.721,0.244,4.3183,0.51,2.9518,5.2863,0.4,0.000133,0.10944,0.6811,0.49,0.52,70.107,88.567,9.184,10.37,4.995,0.769,0.9258,5.47971,1,0.8025,414.8,1,0,20.33,20.61,3.72,4.16,34.8,15.5,0.0016993,8791.944447711801,1,11.664,19.409,0,5.146,2.5987,0.87,1.83e-06,94,31
1298,3.708,0.756,0.698,0.2692,0.6,1.4394,11.1993,0.27,0.000154,0.072994,0.7744,0.51,0.89,2.0143,20.69,7.044,11.856,3.725,0.953,0.7099,5.17708,0,0.6667,893.2,0,0,18.57,23.26,3.14,4.07,44.1,11.5,0.0007469,5791.391698352911,1,4.441,6.394,0,8.667,2.2621,0.91,1.54e-06,29,24
1299,6.098,0.212,0.222,2.8391,0.51,0.5829,7.1059,0.46,0.000614,0.05799,0.872,0.84,0.33,53.7127,13.45,6.462,16.156,4.675,0.674,0.8593,4.19506,2,0.756,714.7,1,2,23.92,25.16,1.28,4.78,42.2,16.8,0.001165,8556.815071824374,0,2.462,11.364,0,3.023,2.272,0.96,1.66e-06,54,39
1300,1.37,0.395,0.357,3.961,0.67,0.9814,6.5822,0.31,0.000383,0.074977,0.6885,0.28,0.85,-83.1376,77.999,5.512,10.888,6.586,0.659,0.7716,3.3028,2,0.8259,1129.8,4,1,20.35,23.59,1.2,4.38,46.4,17.3,0.00133,10650.073687440752,0,1.115,5.878,0,5.305,0.7068,0.74,1.1e-06,101,20
1301,3.013,0.538,0.345,0.7638,0.65,1.2514,6.4763,0.59,0.000231,0.087059,0.7911,0.33,0.36,-79.0121,63.366,6.322,9.777,4.63,0.711,0.7463,3.63334,0,0.6694,1331.9,3,0,20.52,26.99,0.5,1.78,43.5,15.5,0.0009408,3062.2393693861586,0,9.137,19.247,1,9.623,2.7109,0.78,1.1e-06,42,39
1302,4.009,0.541,0.452,3.3653,0.42,1.8504,5.0833,0.42,0.000396,0.056344,0.1096,0.67,0.46,-88.0812,27.928,5.231,15.221,7.027,0.9,0.758,3.20315,1,0.6622,688.0,4,0,23.54,25.22,4.02,2.42,35.6,11.0,0.0018018,13462.975911099596,0,6.711,16.723,1,13.216,2.173,0.89,1.79e-06,105,35
1303,5.714,0.464,0.236,5.0809,0.34,2.2683,6.4289,0.27,0.000574,0.055104,0.3561,0.68,0.49,-70.2909,25.664,6.986,15.213,7.184,0.879,0.8111,3.24374,0,0.8347,1029.2,4,1,18.97,25.2,3.34,4.55,40.7,10.8,0.0012643,13122.026282806983,0,9.908,16.352,1,4.559,2.38,0.89,1.75e-06,108,19
1304,6.779,0.605,0.843,5.8433,0.82,0.8765,8.4468,0.44,0.000431,0.051244,0.6879,0.9,0.2,-8.3571,71.847,2.667,8.064,6.041,0.904,0.6216,3.96881,2,0.5934,929.2,0,1,19.51,23.16,3.03,0.55,39.6,14.4,0.0016547,4301.0350255040585,0,2.194,19.753,1,3.191,1.4292,0.74,1.26e-06,22,31
1305,1.912,0.787,0.126,2.9571,0.27,1.692,6.114,0.39,0.00054,0.118983,0.4162,0.33,0.45,73.6044,13.915,5.163,10.871,3.017,0.871,0.9554,4.80783,2,0.6293,816.9,1,1,19.38,20.06,2.64,2.92,43.3,11.8,0.0011751,5113.310494313293,1,11.984,7.792,1,6.205,2.1296,0.65,1.42e-06,110,2
1306,5.174,0.351,0.578,5.4236,0.29,1.313,6.1123,0.36,0.000402,0.142355,0.626,0.81,0.23,-3.9315,96.264,9.49,8.142,5.116,0.939,0.9146,3.08224,2,0.5586,699.3,2,2,21.38,23.14,5.87,3.48,38.8,13.3,0.001822,11502.217502302808,0,2.673,7.343,0,13.246,1.3267,0.74,1.55e-06,61,24
1307,6.275,0.733,0.139,3.9959,0.38,2.7208,9.0227,0.2,0.000232,0.088633,0.1357,0.72,0.8,-75.6204,81.25,9.202,17.708,6.874,0.639,0.6904,4.53233,1,0.6034,747.2,0,2,24.76,26.87,5.48,3.16,47.0,14.1,0.0012587,2262.8044504672876,1,5.888,13.502,0,8.052,2.1383,0.82,1.49e-06,120,34
1308,4.352,0.427,0.751,0.8707,0.75,2.8393,3.884,0.26,0.00053,0.086372,0.5038,0.21,0.79,21.6158,51.979,5.919,16.339,7.536,0.927,0.8748,3.95025,0,0.6019,723.4,0,0,21.44,24.39,5.73,3.91,48.6,16.5,0.0006753,12874.569806856913,0,4.984,10.914,0,11.181,2.1314,0.88,1.87e-06,45,40
1309,6.436,0.688,0.31,0.6639,0.7,1.2894,3.5163,0.36,0.000215,0.122297,0.7938,0.66,0.83,-28.4647,35.473,9.392,12.676,6.809,0.742,0.6053,5.15833,2,0.8154,810.1,2,2,23.04,24.5,5.34,2.22,43.7,10.3,0.0014028,10196.026244240531,1,1.098,9.882,1,7.502,1.7604,0.7,1.1e-06,28,2
1310,3.993,0.484,0.204,6.3422,0.59,2.0348,2.514,0.26,0.00066,0.106682,0.7361,0.22,0.43,61.4798,58.633,9.249,8.212,7.329,0.752,0.63,4.06535,0,0.5868,1286.1,0,1,22.55,23.64,4.16,5.95,32.8,14.9,0.001555,13924.731935835269,0,5.497,14.257,1,10.352,2.6141,0.73,1.07e-06,42,11
1311,3.517,0.2,0.352,5.2987,0.59,2.1667,5.5915,0.45,0.000547,0.131256,0.9768,0.42,0.22,-10.4788,20.819,9.226,8.242,5.485,0.973,0.9217,5.30117,2,0.7151,1076.9,2,2,21.67,22.35,0.9,0.14,47.4,14.8,0.0014796,2408.7737693189174,1,10.045,17.797,0,1.593,1.1571,0.91,1.6e-06,102,31
1312,2.869,0.448,0.355,4.4516,0.52,0.9031,6.4621,0.31,0.000609,0.117735,0.8314,0.53,0.39,-61.5487,61.42,9.91,9.835,3.319,0.989,0.8846,3.06778,0,0.5819,1084.6,1,1,22.71,23.7,5.95,3.05,42.1,11.8,0.0019279,2939.0273615107685,1,6.179,15.687,1,7.88,1.3537,0.81,1.03e-06,90,4
1313,2.104,0.621,0.292,6.4289,0.66,1.5375,7.9769,0.44,0.000564,0.081395,0.2956,0.87,0.83,53.8815,19.695,8.278,11.564,6.531,0.763,0.8607,3.00834,2,0.5286,831.2,4,1,20.79,22.83,0.0,5.85,42.8,18.0,0.0011111,3135.7861640412766,1,5.335,6.723,1,2.449,1.6397,0.85,1.45e-06,105,7
1314,5.811,0.444,0.343,6.2782,0.32,1.4618,4.4128,0.55,0.00048,0.068428,0.9172,0.72,0.51,-21.5628,31.656,6.813,10.075,4.516,0.728,0.797,5.21847,2,0.6175,991.4,3,1,21.14,22.34,1.81,2.95,44.0,16.1,0.0017926,6841.14745518986,0,1.5,12.341,0,11.416,1.6517,0.68,1.21e-06,33,20
1315,2.562,0.743,0.399,3.6782,0.36,1.8316,11.2046,0.59,0.000681,0.073205,0.8123,0.23,0.59,67.0429,39.219,9.678,16.912,7.064,0.682,0.6846,4.19451,2,0.6456,1470.6,2,1,23.92,26.78,0.83,0.4,45.3,10.2,0.0015114,9200.613839556738,0,10.105,9.928,0,11.694,2.3829,0.98,1.49e-06,75,12
1316,1.482,0.763,0.415,2.0166,0.51,2.7151,2.2944,0.55,0.000341,0.101358,0.5561,0.34,0.23,66.7713,74.879,2.659,12.528,7.352,0.718,0.7643,4.65108,2,0.6883,811.8,0,1,24.02,25.78,2.35,5.93,45.7,17.6,0.0008739,3638.2140442440627,0,2.799,7.354,0,13.097,0.7289,0.89,1.44e-06,44,13
1317,4.819,0.36,0.895,2.9675,0.31,0.5139,8.5128,0.36,0.000269,0.057102,0.6974,0.59,0.88,16.6686,27.014,9.791,19.871,5.828,0.999,0.8711,4.44588,0,0.754,1450.0,4,2,19.74,22.45,2.51,1.71,37.7,12.1,0.0019771,6062.650785393631,0,11.685,12.334,0,4.88,1.0417,0.89,1.09e-06,20,25
1318,5.379,0.602,0.233,0.7127,0.57,1.3803,5.9099,0.26,0.000164,0.052052,0.5248,0.34,0.63,-49.905,27.789,9.38,11.584,3.44,0.634,0.7284,4.14073,2,0.7107,498.7,4,1,23.35,23.83,5.74,3.04,36.7,15.8,0.0004231,7079.214844167382,1,2.553,15.336,1,3.795,1.7459,0.72,1.05e-06,106,25
1319,2.791,0.282,0.247,3.6737,0.69,1.9538,8.1104,0.5,0.00048,0.129682,0.5292,0.64,0.8,-56.5287,40.662,2.872,15.836,5.559,0.815,0.6404,4.39728,2,0.7957,523.9,0,0,18.06,20.93,1.63,0.5,47.4,13.1,0.0009665,4709.067961939458,1,8.354,10.754,1,9.938,2.155,0.85,1.17e-06,43,33
1320,1.578,0.626,0.723,4.3312,0.55,1.4982,2.6018,0.23,0.000664,0.141844,0.4816,0.85,0.9,54.6159,35.847,7.524,13.809,4.53,0.859,0.7026,4.62088,1,0.6887,642.5,1,2,19.1,26.27,2.31,4.47,31.2,12.1,0.0011295,10470.450937255544,0,6.304,6.611,0,13.6,1.71,0.94,1.74e-06,44,14
1321,5.668,0.395,0.752,5.5451,0.37,2.1791,6.9861,0.44,0.000572,0.13254,0.6787,0.5,0.25,-38.1782,35.419,8.308,8.484,4.83,0.863,0.9519,3.1068,2,0.8438,1475.8,0,2,18.77,24.23,5.65,4.99,38.0,16.8,0.0011507,10637.953952157312,1,8.06,17.046,1,10.819,2.7457,0.84,1.19e-06,103,29
1322,3.772,0.684,0.292,4.3224,0.39,1.9124,3.2081,0.53,0.000461,0.131805,0.2457,0.78,0.73,-72.0593,50.575,5.739,9.113,6.59,0.761,0.905,4.243,0,0.8379,848.5,4,0,23.32,24.14,0.6,3.36,44.4,14.4,0.0013011,11852.21602826036,0,3.798,11.836,0,3.126,2.9046,0.65,1.05e-06,46,31
1323,2.123,0.722,0.21,4.4645,0.42,1.831,6.7253,0.46,0.000302,0.103221,0.3497,0.45,0.68,80.438,27.103,8.642,9.235,7.924,0.706,0.9514,4.10999,0,0.7219,1263.8,0,1,21.31,23.75,5.29,1.08,36.1,10.9,0.0005007,12847.416873716225,0,1.106,12.651,1,11.612,1.7216,0.91,1.86e-06,107,30
1324,6.9,0.646,0.409,5.2353,0.44,1.6966,9.1442,0.49,0.000678,0.138771,0.858,0.82,0.3,-23.2299,89.315,6.264,15.721,6.843,0.922,0.7159,3.39569,2,0.776,827.0,1,0,19.34,25.5,0.73,1.2,30.5,11.7,0.0017503,2255.9785795835787,0,2.093,10.637,1,13.916,2.6703,0.88,1.36e-06,96,32
1325,5.106,0.396,0.782,1.4272,0.8,1.179,7.0553,0.51,0.000546,0.121057,0.6251,0.24,0.81,-20.741,30.322,3.408,16.093,7.961,0.739,0.8271,3.24789,1,0.5705,555.4,2,1,23.45,25.61,3.03,5.94,31.2,13.7,0.0005485,3008.6691001562262,1,0.281,13.362,1,1.426,1.5577,0.73,1.08e-06,91,21
1326,6.774,0.71,0.638,1.6675,0.48,1.3783,6.9646,0.29,0.000179,0.07717,0.4137,0.67,0.86,-37.9856,22.238,9.332,11.045,3.07,0.727,0.6856,5.27253,2,0.8302,1218.3,4,0,21.23,24.21,4.46,4.52,37.0,13.0,0.0005541,3180.386588804745,1,9.645,13.166,1,13.391,0.9608,0.72,1.87e-06,31,25
1327,1.363,0.715,0.367,3.3348,0.48,1.5833,4.4055,0.39,0.000166,0.144291,0.8607,0.77,0.48,4.5848,26.591,2.662,10.752,4.514,0.997,0.8587,4.06579,2,0.699,921.7,2,2,23.63,26.23,0.29,0.19,40.0,14.0,0.0015918,3355.5289187159296,0,10.49,13.867,1,6.019,2.765,0.79,1.47e-06,93,3
1328,6.264,0.77,0.591,4.5433,0.46,2.5441,2.8518,0.31,0.000351,0.098734,0.492,0.28,0.82,-77.8942,11.354,9.43,10.322,6.593,0.614,0.9441,5.30296,0,0.623,847.9,4,2,23.37,24.23,2.81,1.5,41.4,12.3,0.0015534,11919.44603245924,0,8.15,6.966,1,5.451,1.1362,0.77,1.58e-06,29,7
