id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
1248,5.988,0.549,0.772,4.5132,0.41,0.9647,5.5588,0.26,0.000319,0.116217,0.7191,0.76,0.45,79.5883,56.818,7.724,12.801,3.259,0.825,0.6244,4.50104,2,0.6939,927.3,4,1,24.75,25.46,4.97,4.02,45.6,13.8,0.0012482,9646.30049478462,1,9.702,15.0,0,11.906,1.2572,0.66,1.3e-06,37,16
1249,4.085,0.746,0.563,6.413,0.83,1.7911,2.8036,0.58,0.00066,0.11282,0.875,0.79,0.24,-49.3607,24.74,2.908,17.573,4.873,0.678,0.6952,4.14586,2,0.6532,613.7,3,1,20.71,25.75,0.58,4.81,41.6,10.8,0.0018467,9179.113162717284,0,0.823,11.688,1,2.469,1.3439,0.74,1.65e-06,111,31
1250,3.48,0.543,0.286,2.0966,0.51,2.3675,9.8957,0.3,0.000634,0.092953,0.6925,0.44,0.28,0.206,68.87,9.073,18.197,3.371,0.602,0.6405,3.11112,1,0.6287,902.3,3,2,18.1,25.55,4.13,1.91,30.0,14.0,0.001118,5247.16988326486,1,2.152,11.952,1,4.711,1.221,0.94,1.8e-06,42,37
1251,5.7,0.474,0.219,3.7105,0.48,0.7844,8.3952,0.56,0.000568,0.053563,0.4962,0.46,0.52,-82.1593,45.8,4.058,12.622,4.073,0.719,0.772,5.32583,1,0.5295,1197.8,1,2,23.08,23.27,2.71,2.98,34.7,15.2,0.000679,7923.7491113723445,1,1.757,9.316,1,3.78,1.0985,0.87,1.98e-06,37,5
1252,1.892,0.772,0.575,1.1666,0.31,2.5032,10.2583,0.24,0.000301,0.146717,0.8283,0.34,0.45,18.8653,54.473,3.41,10.611,7.527,0.983,0.6827,5.28794,0,0.7534,759.3,3,0,18.12,24.88,1.8,1.58,47.5,14.4,0.000263,3005.1291744884866,1,7.312,14.73,0,1.682,1.7978,0.92,1.36e-06,102,40
1253,4.616,0.524,0.716,4.1848,0.64,1.1895,4.624,0.48,0.000577,0.062284,0.8529,0.79,0.74,19.279,56.94,8.437,17.314,7.865,0.857,0.7347,3.01955,0,0.8026,1472.2,0,2,19.77,24.96,2.11,3.91,38.3,12.6,0.0012705,4339.775513969913,1,4.804,17.961,1,11.279,0.7698,0.68,1.17e-06,64,3
1254,3.248,0.402,0.724,2.4548,0.46,2.5582,5.408,0.33,0.000203,0.065928,0.3928,0.69,0.52,-14.7312,36.633,3.677,14.945,5.206,0.925,0.7147,3.44762,2,0.6285,428.4,2,2,22.86,23.19,5.16,4.08,36.7,16.7,0.0009709,5298.249750512667,0,10.46,16.069,0,4.945,2.2514,0.84,1.95e-06,125,10
1255,3.782,0.716,0.296,6.3147,0.32,0.7708,7.6387,0.5,0.000524,0.053051,0.5214,0.85,0.56,-45.565,28.226,7.231,7.03,6.014,0.895,0.8248,4.19137,1,0.6576,1083.0,2,0,19.74,21.99,3.07,3.38,41.8,11.8,0.0002689,2772.3591691075712,0,4.226,11.443,0,7.867,2.9647,0.8,1.06e-06,74,20
1256,2.2,0.482,0.482,4.5291,0.46,2.1282,3.399,0.27,0.00039,0.105096,0.8099,0.84,0.77,15.9025,71.366,7.68,17.717,7.936,0.777,0.627,4.31657,1,0.7977,979.7,0,1,19.87,23.48,5.74,5.84,43.4,12.6,0.0008513,6687.056987132411,0,11.973,18.829,1,5.978,1.9209,0.71,1.09e-06,31,2
1257,6.245,0.647,0.739,1.3563,0.27,2.7655,6.6972,0.21,0.000364,0.070081,0.1322,0.85,0.62,-64.0896,19.841,5.867,12.087,4.93,0.718,0.6392,4.36045,1,0.6223,1011.7,0,1,19.77,23.89,3.22,1.52,32.4,13.8,0.0004967,6194.739952940038,1,9.277,19.24,0,6.369,2.6592,0.88,1.68e-06,38,39
1258,3.784,0.336,0.71,4.7332,0.51,0.5364,5.2553,0.53,0.000247,0.102074,0.9218,0.2,0.26,44.8483,74.82,6.413,12.428,3.118,0.754,0.665,4.90231,0,0.7642,1105.8,0,0,19.58,20.06,0.35,1.65,37.6,17.5,0.0006657,12516.441847033026,1,11.433,19.468,0,1.33,2.4688,0.99,1.83e-06,85,33
1259,3.182,0.693,0.789,0.5201,0.58,2.5324,9.023,0.2,0.000573,0.098083,0.2293,0.23,0.39,3.5198,73.246,4.093,15.046,7.932,0.622,0.7426,3.313,2,0.7541,1416.5,3,1,18.05,23.68,1.88,4.55,32.0,12.8,0.0019629,13371.566618948154,0,5.035,17.734,0,13.073,1.2632,0.95,1.69e-06,42,20
1260,5.03,0.241,0.699,3.2483,0.55,1.2698,9.4322,0.29,0.000595,0.05931,0.3311,0.62,0.82,-14.9608,23.4,5.137,18.672,3.0,0.6,0.8129,4.36802,1,0.5879,753.5,4,0,21.37,26.71,1.36,2.88,41.2,11.9,0.000597,5418.145742014518,1,2.019,12.864,1,13.507,1.9716,0.67,1.63e-06,88,39
1261,5.163,0.509,0.327,2.7899,0.27,2.3804,8.9738,0.45,0.000239,0.084965,0.1937,0.21,0.71,-27.7403,28.874,6.016,8.503,6.619,0.666,0.7451,3.39214,0,0.7922,621.6,2,2,23.02,26.63,2.67,0.61,46.6,14.2,0.0009926,4778.022113060901,1,11.696,15.617,0,2.863,1.2463,0.66,1.02e-06,122,33
1262,6.606,0.697,0.834,3.4137,0.61,0.9688,8.5161,0.22,0.000686,0.112388,0.1395,0.75,0.38,0.5219,95.409,9.088,18.473,6.118,0.936,0.9562,3.70901,0,0.6984,772.7,4,2,18.96,25.52,4.08,4.28,30.2,17.7,0.0014565,12054.132844170017,1,3.954,8.693,1,5.159,1.8687,0.9,1.35e-06,101,30
1263,6.067,0.539,0.199,6.4745,0.4,0.7949,11.1092,0.58,0.00056,0.093469,0.8789,0.81,0.8,32.4372,47.116,3.115,18.595,5.234,0.988,0.8942,3.34416,2,0.8122,1196.8,0,2,24.64,25.93,5.67,5.06,42.0,10.7,0.0010066,9785.22512964638,1,6.747,17.54,1,10.452,1.7532,0.7,1.03e-06,120,6
1264,5.167,0.618,0.594,4.7262,0.61,2.3871,7.4461,0.25,0.000326,0.121182,0.6409,0.9,0.83,-21.7334,88.004,6.473,13.407,5.686,0.824,0.7457,4.63828,1,0.5059,387.5,0,1,24.02,26.98,2.38,1.3,33.5,10.2,0.0018231,8198.565747738863,1,0.879,14.695,1,8.669,2.1433,0.69,1.24e-06,114,36
1265,6.705,0.655,0.498,6.0494,0.35,1.8159,11.1113,0.39,0.000319,0.129388,0.5059,0.56,0.26,-86.7998,20.137,7.361,6.847,3.86,0.637,0.8627,5.19273,2,0.8164,1375.7,0,0,21.58,25.78,3.27,5.81,33.4,11.2,0.0014848,13916.779015678701,0,9.11,8.688,0,6.62,2.2057,0.97,1.34e-06,85,30
1266,4.789,0.277,0.499,6.5153,0.44,1.1329,8.0778,0.29,0.000276,0.073989,0.9529,0.56,0.78,-42.4288,57.934,6.573,17.412,5.466,0.809,0.9483,5.1477,0,0.7678,1467.2,4,2,18.28,24.03,5.68,1.17,37.5,12.6,0.0015531,9652.142924176547,0,11.612,15.439,1,3.768,1.5307,0.75,1.32e-06,97,5
1267,6.27,0.245,0.173,3.9907,0.26,1.0647,11.0597,0.53,0.000251,0.141505,0.1455,0.25,0.62,50.9718,29.499,7.682,18.684,4.045,0.995,0.8181,5.48077,0,0.8067,1472.4,4,0,23.73,26.59,5.79,4.92,33.7,15.6,0.0005312,3657.65311771432,1,0.735,17.663,1,2.916,2.9111,0.76,1.42e-06,28,23
1268,6.128,0.703,0.408,2.5925,0.36,2.1528,4.2478,0.35,0.000631,0.074529,0.2982,0.8,0.8,-55.0501,63.234,2.886,9.341,3.403,0.846,0.7166,3.3648,2,0.5585,490.2,4,0,18.61,24.95,4.22,5.21,37.6,10.8,0.0013375,9666.81399250822,1,1.474,11.875,0,1.585,1.0844,0.7,1.12e-06,57,4
1269,4.073,0.295,0.881,3.2367,0.5,2.8779,5.0699,0.39,0.00033,0.086159,0.7017,0.42,0.55,-6.0229,14.996,2.667,7.134,4.086,0.671,0.8002,3.38901,0,0.5867,1019.3,4,1,22.1,23.67,1.52,2.38,40.2,13.8,0.0004867,11698.732255510415,1,8.867,10.851,1,10.862,0.6392,0.69,1.01e-06,104,15
1270,2.346,0.671,0.77,1.8384,0.64,2.0043,5.0125,0.29,0.000285,0.087785,0.8315,0.9,0.51,86.7692,48.913,6.805,7.915,6.498,0.904,0.6535,5.06613,1,0.6045,689.7,4,2,22.68,24.63,1.93,1.18,31.3,17.7,0.0003934,9229.580962633147,1,11.826,17.628,0,7.464,1.5483,0.76,1.8e-06,80,38
1271,2.985,0.504,0.107,1.3246,0.28,2.8616,9.2481,0.33,0.000442,0.083403,0.2068,0.35,0.72,-83.0403,90.863,9.017,6.264,4.634,0.602,0.7428,3.5335,0,0.711,1456.7,3,0,21.33,25.83,2.23,4.96,49.3,14.6,0.0010948,5535.442329139438,0,3.044,15.842,1,7.678,2.8659,0.87,1.84e-06,55,27
1272,5.537,0.594,0.328,3.8093,0.7,2.27,10.5249,0.51,0.000422,0.134696,0.3461,0.73,0.71,73.1839,41.78,9.075,13.725,6.526,0.965,0.8272,3.87788,0,0.5511,506.3,0,2,21.29,22.14,0.53,2.74,32.0,11.4,0.0007702,2568.427421919415,0,6.967,5.88,1,6.264,2.2689,0.87,1.95e-06,46,28
1273,6.056,0.532,0.749,6.403,0.35,0.7904,9.1134,0.4,0.000459,0.125829,0.1806,0.71,0.3,62.7743,17.832,4.274,7.484,4.453,0.741,0.6981,5.18789,2,0.5785,1377.4,2,0,24.86,25.04,1.83,1.13,45.3,16.3,0.0002683,10146.221954854554,1,0.489,19.939,1,14.486,1.8557,0.82,1.45e-06,116,40
1274,1.384,0.758,0.374,2.4004,0.29,2.6831,3.4624,0.24,0.000396,0.095509,0.1488,0.68,0.82,-74.0295,74.968,7.412,19.262,4.061,0.602,0.9144,3.07273,2,0.7339,661.2,3,1,18.07,20.87,0.29,3.87,36.1,15.7,0.0018549,4626.35973085912,1,0.774,17.203,1,6.254,1.4906,0.84,1.15e-06,44,4
1275,5.97,0.408,0.37,6.8614,0.62,1.1159,8.7265,0.35,0.0001,0.094939,0.3785,0.26,0.65,39.9654,78.299,9.474,15.109,4.463,0.827,0.7241,5.00432,0,0.7496,708.8,4,1,18.6,24.17,0.71,2.36,30.4,13.7,0.0015183,6459.963092916816,0,10.771,17.126,1,14.649,0.6172,0.67,1.16e-06,112,4
1276,3.134,0.599,0.504,5.5614,0.62,0.6475,4.5292,0.35,0.000586,0.062631,0.574,0.62,0.29,64.801,78.31,9.933,15.33,7.673,0.926,0.7595,4.74243,2,0.5166,1115.6,1,0,24.55,25.27,5.18,0.89,43.6,11.7,0.0019848,8367.284008998147,1,3.412,9.719,0,8.485,2.022,0.73,1.89e-06,81,39
1277,4.561,0.368,0.737,1.2092,0.6,1.1944,3.221,0.34,0.000238,0.084075,0.5902,0.73,0.49,-43.0608,56.663,9.225,11.505,4.28,0.79,0.9361,5.19785,0,0.7809,555.2,1,0,24.7,26.34,5.03,2.13,42.6,17.7,0.0002042,8635.567172981631,1,5.487,12.981,0,14.274,0.6095,0.72,1.77e-06,24,13
1278,4.144,0.608,0.742,5.3616,0.35,1.2702,2.2808,0.25,0.000325,0.149556,0.3809,0.39,0.84,89.2661,21.994,8.265,16.811,4.102,0.62,0.6218,3.72674,2,0.591,834.8,1,0,24.22,26.0,1.99,3.16,30.1,16.6,0.0009451,9516.432582378555,0,1.575,5.041,0,6.851,2.79,0.67,1.72e-06,61,40
1279,1.752,0.272,0.291,1.1825,0.34,0.8018,7.9566,0.33,0.000643,0.068081,0.7117,0.74,0.28,-6.4413,39.922,8.426,18.997,3.029,0.61,0.7654,3.85018,2,0.5319,893.2,0,2,19.95,24.71,5.73,0.39,41.7,16.7,0.0007165,9677.029195524912,0,5.894,11.848,0,9.5,2.2294,0.87,1.5e-06,59,31
1280,4.912,0.656,0.394,1.9171,0.62,2.7814,10.8772,0.28,0.000531,0.146874,0.5651,0.65,0.48,-9.2222,62.023,9.859,8.761,4.474,0.783,0.8394,3.81224,0,0.5815,807.5,1,0,22.62,23.6,2.91,2.96,43.7,10.8,0.0010627,7690.837129421475,0,7.703,17.608,1,12.198,2.9556,0.7,1.28e-06,51,33
1281,3.313,0.789,0.233,6.4003,0.59,2.114,3.7377,0.39,0.00023,0.058873,0.2059,0.43,0.82,37.7271,44.414,8.12,18.959,5.584,0.798,0.9157,3.13408,0,0.7479,1417.2,4,0,18.78,26.34,2.43,2.88,34.5,14.8,0.0006337,12286.89955199293,0,9.163,13.233,1,6.405,1.8202,0.9,1.81e-06,95,40
1282,4.421,0.459,0.778,6.7302,0.37,2.4568,3.0614,0.28,0.000193,0.139081,0.6841,0.41,0.48,25.464,94.386,8.998,17.428,3.643,0.948,0.7712,3.87881,2,0.5327,1212.2,3,1,19.56,25.44,0.91,1.47,32.5,14.1,0.0007368,11228.871568844143,1,9.205,15.133,0,14.926,2.2,0.69,1.13e-06,97,23
1283,1.588,0.687,0.714,0.2768,0.32,2.4574,6.0725,0.41,0.000572,0.121396,0.5365,0.42,0.35,-38.2524,25.825,6.066,16.915,4.157,0.979,0.8138,4.49588,0,0.7122,839.4,0,2,24.8,25.13,2.76,0.9,49.4,18.0,0.0003232,13642.971654559797,1,7.149,9.85,0,11.323,1.5449,0.81,1.67e-06,49,7
1284,4.886,0.304,0.297,4.8738,0.56,0.9612,9.3921,0.58,0.000582,0.074261,0.6682,0.83,0.78,67.9772,84.309,4.963,16.144,3.989,0.849,0.8066,4.81221,2,0.7187,906.2,3,2,21.71,23.19,2.36,3.12,46.7,16.4,0.0011924,12619.752185908801,1,0.559,7.129,0,5.103,2.6321,0.92,1.31e-06,119,38
1285,1.609,0.27,0.534,4.013,0.6,1.135,4.5347,0.58,0.000547,0.119942,0.3108,0.77,0.46,-82.9552,63.954,6.558,16.205,3.502,0.961,0.6265,4.55775,2,0.5139,808.5,3,2,20.69,21.37,4.19,0.27,45.3,10.8,0.001935,6586.14547935535,1,7.69,16.893,0,14.21,1.1117,1.0,1.98e-06,23,6
1286,2.427,0.395,0.141,3.7754,0.68,2.8633,10.8669,0.42,0.000627,0.13706,0.1132,0.73,0.65,-30.4024,52.89,5.299,18.081,6.77,0.868,0.9238,5.12745,2,0.5321,908.6,4,2,23.82,25.86,2.86,0.13,36.5,14.1,0.0009777,8896.34997934582,0,3.76,11.143,0,7.348,1.9297,0.89,1.05e-06,47,33
1287,5.493,0.433,0.479,3.8069,0.63,0.6087,9.9425,0.36,0.000201,0.131928,0.1869,0.79,0.35,-1.5869,98.276,2.72,8.58,5.727,0.766,0.8238,5.19726,2,0.7915,809.4,1,1,24.91,26.37,4.61,5.32,32.9,17.1,0.0005157,6286.967784237285,0,10.904,7.053,0,4.722,2.551,0.74,1.35e-06,93,39
1288,2.351,0.636,0.304,0.2688,0.53,2.2018,8.0874,0.23,0.00056,0.136326,0.51,0.28,0.49,15.6738,52.282,9.845,11.546,7.136,0.892,0.6365,4.76027,0,0.6907,1314.5,4,0,22.6,24.51,4.55,4.19,38.9,17.3,0.0018064,12132.262360414556,1,0.052,19.56,0,10.88,0.9062,0.82,1.16e-06,77,25
1289,4.469,0.714,0.731,3.5186,0.36,2.9437,9.7128,0.46,0.000148,0.143452,0.5327,0.56,0.21,11.8189,24.17,3.364,12.577,6.22,0.635,0.794,3.84172,0,0.7875,823.5,1,1,21.35,26.94,3.15,1.26,42.0,13.7,0.0014897,8057.91254381908,1,8.572,18.859,1,12.907,0.6674,0.86,1.47e-06,31,15
1290,5.582,0.776,0.567,3.4564,0.45,0.7034,2.6575,0.31,0.000566,0.084581,0.1333,0.89,0.29,-20.5515,58.721,6.998,6.158,6.354,0.859,0.7463,3.16225,0,0.6428,533.3,0,0,23.61,26.84,4.15,4.17,30.5,15.5,0.0007495,5972.918897024474,0,4.564,13.692,1,5.339,1.2239,0.72,1.58e-06,88,15
1291,5.824,0.298,0.784,2.686,0.32,0.5341,3.9378,0.28,0.000612,0.111018,0.3841,0.64,0.7,89.0622,89.32,6.291,19.261,6.165,0.778,0.9347,5.12171,1,0.6413,945.6,0,1,19.55,26.4,0.48,1.89,48.3,12.4,0.0004323,9899.766451661737,0,4.077,11.281,0,13.809,2.6071,0.91,1.61e-06,83,13
1292,2.866,0.35,0.183,4.2732,0.34,2.2075,4.953,0.27,0.000539,0.13637,0.3405,0.53,0.3,26.4493,76.29,3.267,9.413,3.026,0.95,0.8934,4.23664,1,0.7862,305.9,4,1,20.54,23.45,3.0,0.32,30.2,10.1,0.0003442,8043.9819160049765,0,4.02,11.33,1,10.578,1.2048,0.85,1.4e-06,83,31
1293,4.077,0.25,0.889,1.2757,0.73,2.4549,10.4232,0.31,0.000307,0.12937,0.2669,0.5,0.53,40.8646,41.724,9.469,16.779,5.434,0.81,0.6975,4.40251,2,0.5008,841.6,0,2,20.74,23.18,2.93,3.38,36.4,13.2,0.0012808,11585.939850165909,1,4.279,11.218,0,14.863,1.2058,0.84,1.18e-06,37,36
1294,3.787,0.434,0.312,5.6174,0.76,2.5174,3.6914,0.33,0.000208,0.054013,0.6701,0.31,0.79,47.0751,41.422,3.506,7.282,5.296,0.809,0.7204,5.17101,0,0.8354,625.1,0,1,23.93,26.98,3.46,2.14,43.4,11.4,0.000867,10249.623366926373,0,5.121,8.568,0,4.942,2.5042,0.82,1.56e-06,120,36
1295,3.649,0.347,0.301,6.6507,0.47,2.5331,3.7166,0.29,0.000365,0.053388,0.8771,0.39,0.73,-35.3419,53.842,7.389,17.281,7.549,0.808,0.8163,3.19474,2,0.5429,632.3,4,2,23.32,24.79,0.04,2.2,34.1,10.1,0.0017855,5344.4090997888725,0,11.092,12.994,1,1.478,2.3609,0.99,1.37e-06,82,17
1296,1.618,0.636,0.121,5.5276,0.63,0.6247,6.727,0.53,0.000633,0.054212,0.4149,0.27,0.34,-30.8328,45.918,8.921,15.323,5.257,0.636,0.6337,4.7119,1,0.6657,1375.1,1,1,23.6,26.78,2.86,0.5,38.4,11.6,0.0002165,4605.5577197706925,1,10.499,11.387,0,7.399,2.5376,0.82,1.16e-06,110,22
1297,2.518,0.341,0.172,1.9098,0.48,1.8968,9.3563,0.48,0.0005,0.098139,0.7336,0.2,0.77,-66.1443,49.435,4.198,9.95,3.812,0.697,0.7049,4.1772,1,0.6494,1345.9,1,0,24.05,25.59,1.13,5.65,39.3,13.9,0.0002929,9053.453032844896,0,7.215,13.865,0,4.813,2.4114,0.73,1.77e-06,75,14
1298,3.262,0.761,0.422,3.6159,0.49,1.4674,5.9896,0.47,0.000558,0.118829,0.4627,0.72,0.41,58.8791,74.786,8.308,17.431,3.631,0.658,0.7536,3.61193,0,0.6851,546.0,1,2,19.73,25.09,3.5,3.74,30.2,15.9,0.0011483,6468.086329722999,1,9.902,5.363,0,12.587,2.7205,0.93,1.54e-06,39,25
1299,4.429,0.532,0.849,6.2875,0.68,1.9739,9.7933,0.37,0.00041,0.110663,0.2984,0.88,0.2,47.3059,38.54,8.627,19.048,5.937,0.619,0.9202,3.73648,2,0.793,1154.4,4,2,24.4,25.2,4.38,4.22,31.4,14.4,0.0010894,10411.700765358662,0,4.264,17.969,1,10.493,0.6458,0.93,1.4e-06,69,21
1300,1.503,0.698,0.415,6.383,0.42,1.9885,11.894,0.28,0.000227,0.139576,0.2155,0.66,0.51,9.5658,30.1,5.86,13.76,6.478,0.83,0.7143,3.18136,0,0.7798,856.0,3,2,20.48,20.73,4.59,1.69,32.1,17.6,0.0005178,8010.880403053081,0,1.153,5.688,1,2.491,1.8483,0.78,1.95e-06,83,15
1301,4.371,0.682,0.436,5.3795,0.65,0.5973,8.2076,0.51,0.000629,0.112607,0.7469,0.45,0.81,-45.8786,81.145,7.371,19.396,4.68,0.878,0.6607,4.58962,2,0.8598,1178.3,0,2,23.72,24.4,1.61,5.98,41.5,11.3,0.0011638,8937.811186126113,0,9.495,14.225,1,8.242,2.4738,0.94,1.21e-06,91,31
1302,3.543,0.482,0.512,2.9075,0.31,1.4302,6.1403,0.48,0.000631,0.066325,0.8594,0.6,0.85,13.9936,99.89,7.48,13.111,5.967,0.864,0.9089,4.07174,2,0.8404,494.2,1,0,21.07,26.43,3.29,5.9,30.9,11.0,0.000447,10292.308261241378,1,5.195,13.68,1,9.067,1.3526,0.97,1.19e-06,106,36
1303,4.647,0.448,0.633,2.6591,0.55,1.8454,8.5095,0.34,0.000213,0.065445,0.3408,0.89,0.72,21.1682,18.637,8.34,8.126,6.152,0.988,0.8995,3.13879,1,0.7946,565.6,4,1,23.62,25.12,3.26,3.94,39.0,17.5,0.0006698,10377.88845937852,0,1.954,16.144,1,9.484,1.9877,0.83,1.51e-06,21,10
1304,5.834,0.392,0.429,2.0613,0.72,2.1587,6.881,0.23,0.00054,0.133133,0.8674,0.82,0.41,-37.5342,20.807,6.201,10.92,6.564,0.752,0.6664,3.44384,1,0.5976,441.1,0,1,19.52,26.29,1.29,0.34,40.0,17.7,0.0009558,5386.405678206094,1,5.31,19.861,0,14.464,1.6588,0.83,1.48e-06,102,22
1305,2.77,0.347,0.674,5.1453,0.44,0.8419,11.0749,0.26,0.000277,0.130368,0.8831,0.81,0.84,-80.4257,27.403,3.463,10.028,5.86,0.837,0.6724,3.25481,1,0.6912,823.1,2,2,23.26,23.85,5.35,0.65,50.0,10.7,0.001679,12394.639565665217,1,3.651,12.427,1,12.31,1.9481,0.87,1.96e-06,114,25
1306,4.302,0.651,0.714,1.5262,0.32,2.6192,4.0668,0.41,0.000221,0.10433,0.7917,0.41,0.59,17.5683,20.724,4.856,15.301,5.422,0.889,0.6193,3.57909,1,0.635,444.8,2,2,19.27,21.54,2.13,1.18,35.3,10.2,0.0007491,4435.80218244053,1,9.863,18.964,0,4.607,1.8393,0.72,1.35e-06,68,26
1307,1.694,0.343,0.358,6.2976,0.56,2.6719,10.1423,0.56,0.000456,0.081145,0.2633,0.42,0.27,59.3024,43.771,7.048,14.687,7.966,0.808,0.8664,3.34317,2,0.5221,1334.4,1,2,20.15,21.33,3.43,3.53,31.9,15.5,0.0007285,3141.9404081407292,1,0.211,5.834,0,13.792,0.9811,0.95,1.52e-06,38,9
1308,1.65,0.53,0.697,6.2756,0.64,2.5748,5.1416,0.45,0.0001,0.093792,0.2439,0.48,0.87,-31.531,68.334,9.547,19.532,5.999,0.966,0.8747,3.24932,0,0.7556,641.0,2,0,21.91,22.48,5.45,3.58,34.6,13.1,0.0008618,12692.57559660572,0,11.429,9.92,1,1.68,2.5954,0.99,1.91e-06,62,9
1309,4.109,0.429,0.545,1.3417,0.63,2.5079,10.3177,0.59,0.000395,0.07515,0.3274,0.68,0.41,17.819,33.765,8.391,12.408,4.923,0.93,0.8134,3.32479,1,0.7311,639.0,3,1,24.97,25.16,3.14,2.16,46.1,11.4,0.0011109,10679.609672544693,1,8.088,19.801,1,5.004,2.926,0.83,1.99e-06,91,36
1310,4.798,0.319,0.6,6.5405,0.51,1.0888,7.2621,0.47,0.00018,0.127642,0.7761,0.68,0.69,-69.1614,65.36,6.498,11.157,3.175,0.995,0.6437,3.43097,1,0.7703,331.5,3,2,19.61,24.9,3.26,0.84,44.9,13.7,0.0005728,8801.383203962858,1,8.487,19.224,1,1.546,1.6209,0.96,1.13e-06,60,5
1311,1.796,0.748,0.372,0.641,0.34,1.8807,5.1258,0.55,0.000133,0.05605,0.9384,0.59,0.43,81.8283,39.61,7.403,7.208,4.656,0.9,0.7615,3.56308,1,0.714,1169.8,1,1,21.87,23.35,2.31,1.26,46.4,17.7,0.0016918,13430.554500270318,1,11.534,8.215,0,2.617,2.9489,0.65,1.95e-06,63,33
1312,4.803,0.61,0.829,1.5232,0.72,0.6598,4.4703,0.39,0.000137,0.091739,0.142,0.79,0.52,28.4543,82.279,9.83,18.713,7.214,0.908,0.6175,5.42046,0,0.6028,1451.2,3,2,22.64,25.25,1.91,4.14,50.0,11.1,0.0012117,13771.624021564308,0,7.539,19.093,0,11.177,0.6906,0.82,1.72e-06,52,14
1313,2.347,0.345,0.727,4.2146,0.68,1.572,6.8544,0.27,0.000236,0.057508,0.3512,0.82,0.41,-45.946,36.526,9.201,8.923,7.507,0.781,0.7502,5.44274,1,0.67,1249.3,1,0,24.87,26.02,3.6,1.86,37.1,16.9,0.0004817,12387.170492295134,1,3.784,6.969,1,3.059,1.2696,0.82,1.97e-06,122,18
1314,6.228,0.206,0.9,6.2637,0.45,2.0113,3.4978,0.5,0.000577,0.05325,0.9327,0.24,0.26,53.3875,22.951,4.068,14.028,3.84,0.949,0.7414,4.42188,1,0.5013,436.9,0,1,24.62,25.51,5.38,1.61,46.6,16.9,0.0014532,13969.130441255864,0,2.068,7.343,1,7.494,1.5925,0.93,1.88e-06,109,22
1315,6.416,0.561,0.45,2.3159,0.39,0.7565,10.6249,0.57,0.000232,0.094369,0.2163,0.53,0.76,-11.9344,33.234,6.227,17.375,4.162,0.711,0.9148,3.56968,1,0.6456,526.6,4,2,18.76,20.48,0.24,3.76,44.0,11.0,0.0013564,7093.8090800930295,1,7.635,8.792,0,4.652,1.8362,0.97,1.68e-06,57,11
1316,4.327,0.243,0.333,2.4866,0.44,2.8625,10.3492,0.28,0.000268,0.144673,0.8847,0.56,0.2,-84.5157,57.991,4.503,15.346,7.876,0.715,0.7522,4.45389,0,0.7387,481.1,2,2,18.22,24.58,0.47,2.16,31.0,15.2,0.0015889,12245.656243144123,0,9.323,10.176,1,8.447,0.7093,0.9,1.16e-06,77,11
1317,5.339,0.562,0.572,0.8408,0.51,2.6442,10.5515,0.41,0.000462,0.109048,0.5456,0.24,0.23,83.1359,77.786,8.877,14.24,3.072,0.723,0.9101,4.83203,0,0.6864,1447.1,4,1,22.7,25.86,1.12,4.72,35.1,17.9,0.0010146,10176.392315828736,1,1.841,13.131,1,12.296,1.8774,0.8,1.91e-06,32,15
1318,4.61,0.376,0.515,3.733,0.3,2.31,5.8456,0.31,0.00069,0.145253,0.5758,0.29,0.57,-23.1132,97.682,4.007,14.11,6.598,0.678,0.8186,3.31857,2,0.54,649.3,0,1,21.05,25.39,1.17,2.16,39.5,15.8,0.00048,6811.048723321864,0,4.945,16.633,0,14.078,1.3337,0.94,1.87e-06,104,28
1319,3.408,0.501,0.418,6.2569,0.74,1.0285,9.3587,0.51,0.000329,0.104109,0.8979,0.51,0.61,63.5018,92.528,3.202,16.037,6.909,0.766,0.6217,3.46234,1,0.5958,736.3,3,0,19.31,25.64,4.71,1.55,30.8,16.3,0.0012819,7128.186371056627,0,2.284,19.873,0,5.602,1.3515,0.99,1.56e-06,91,39
1320,3.296,0.751,0.492,4.5626,0.63,2.4407,7.8444,0.37,0.000311,0.096808,0.1563,0.22,0.29,6.3882,33.56,9.26,13.419,5.846,0.635,0.9587,5.04881,2,0.5534,1325.2,0,1,19.91,23.83,2.45,5.75,33.8,13.2,0.0014504,4651.8623205086205,0,1.377,12.793,1,4.418,0.6084,0.77,1e-06,56,34
