id,elv3_window_u_value,elv3_window_shgc,elv3_window_transmittance,ext_wall_rsi,ground_floor_elevation_3_wwr,slab_on_grade_ffactor,roof_rsi,air_infiltration_rate_ventilation_on,air_infiltration_rate_ventilation_off,single_patron_door_infiltration,backdoor_rsi,roof_solar_absorptance,roof_thermal_absorptance,building_orientation,building_depth,ground_floor_height,large_store_width,small_store_width,ahu_motor_efficiency,ahu_burner_efficiency,cooling_cop,ahu_fan_speeds,ahu_fan_efficiency,ahu_fan_pressure_rise,economizer_type,exhaust_air_heat_recovery,temp_setpoint_heating_occupied,temp_setpoint_cooling_occupied,temp_setpoint_heating_setback,temp_setpoint_cooling_setback,supply_air_temp_heating,supply_air_temp_cooling,outdoor_air_flow_per_area,exterior_lighting_w,exterior_lighting_sch,ground_allowance_lpd,ground_lpd,lighting_occ_sensor,equipment_power_density,hot_water_skin_loss,water_heater_efficiency,hot_water_peak_flow,large_max_occupant_density,small_max_occupant_density
262,3.697,0.279,0.835,5.8325,0.66,1.9282,3.2064,0.6,0.000398,0.051828,0.4535,0.88,0.49,-86.9851,56.597,4.731,17.292,6.079,0.601,0.8153,3.12688,2,0.5698,879.2,0,0,22.17,22.71,3.07,3.33,45.4,13.8,0.0002911,8079.333397970262,0,11.28,14.776,0,5.075,2.1541,0.67,1.16e-06,80,28
263,6.522,0.395,0.23,2.8948,0.79,2.2848,3.8449,0.41,0.000141,0.07413,0.9841,0.66,0.67,53.5501,40.634,4.77,9.796,7.128,0.849,0.7799,4.53194,0,0.8395,335.9,3,0,18.77,23.87,2.2,2.37,44.0,13.1,0.0015494,8000.058856897779,1,1.384,10.649,0,9.174,2.6044,0.65,1.24e-06,55,40
264,3.226,0.785,0.194,2.9045,0.65,2.9492,7.4873,0.34,0.000422,0.100795,0.6491,0.66,0.36,-29.8187,94.401,5.819,19.721,5.598,0.72,0.9058,5.09989,0,0.8579,892.2,4,0,23.53,23.7,0.37,4.94,49.0,13.3,0.0006428,5690.675384378686,1,6.726,17.8,0,6.68,2.4531,0.65,1.83e-06,63,30
265,5.967,0.237,0.365,5.3638,0.46,2.0011,11.1888,0.42,0.000362,0.06355,0.9304,0.34,0.23,-37.4134,94.956,4.597,19.004,5.853,0.977,0.6856,5.19344,1,0.7505,1195.8,1,2,21.17,23.45,4.95,3.19,30.1,11.9,0.0018591,9813.440001241665,0,7.051,18.549,0,12.947,2.0576,0.75,1.11e-06,117,2
266,2.722,0.621,0.617,6.9608,0.33,2.9482,10.9605,0.34,0.000504,0.089886,0.7411,0.33,0.89,-54.8785,85.336,9.012,7.509,5.926,0.716,0.6562,3.29927,1,0.5845,1339.7,0,2,19.29,25.17,1.18,2.52,49.1,11.5,0.0006316,8232.122817652995,0,0.606,13.757,0,12.643,2.9204,0.77,1.64e-06,83,7
267,2.281,0.489,0.745,4.6228,0.71,0.9003,5.0051,0.46,0.00047,0.112733,0.9217,0.85,0.22,88.6943,99.881,3.926,14.637,3.156,0.796,0.8999,4.66927,0,0.8036,1259.1,1,1,24.74,25.28,2.77,1.44,47.0,17.0,0.0015589,2377.9865000547297,1,8.438,14.397,1,13.204,1.2043,0.92,1.34e-06,55,28
268,6.266,0.611,0.727,4.5213,0.72,1.0367,10.4561,0.2,0.000261,0.075075,0.7936,0.39,0.38,-88.3212,80.393,3.662,14.365,7.275,0.671,0.6951,4.45183,2,0.5434,520.5,0,1,24.48,25.76,4.74,2.7,33.1,11.6,0.0008229,9870.35466760747,0,8.719,14.076,1,6.141,2.2974,0.8,1.63e-06,77,20
269,1.723,0.729,0.729,3.8197,0.73,0.6516,7.1834,0.6,0.000547,0.051638,0.6802,0.9,0.72,36.1251,88.64,6.345,19.317,6.147,0.698,0.6888,4.18083,0,0.8335,1406.1,3,0,23.69,24.65,1.66,3.46,39.9,15.9,0.001715,5217.538281926096,1,4.766,12.79,0,5.566,1.9701,0.93,1.42e-06,75,29
270,5.815,0.319,0.357,4.5852,0.4,2.4433,4.7832,0.25,0.000145,0.124656,0.9743,0.34,0.53,8.3414,69.551,4.856,17.748,7.075,0.894,0.7895,3.34471,2,0.6324,1403.6,3,2,24.37,26.19,1.68,4.42,46.5,13.5,0.0016376,2234.9325983752483,0,5.369,6.166,1,11.32,2.838,0.87,1.08e-06,122,30
271,6.072,0.415,0.861,2.9984,0.44,1.2786,6.8709,0.52,0.000426,0.061483,0.456,0.59,0.23,-86.8928,43.291,5.006,17.033,4.016,0.958,0.6489,3.21137,1,0.7746,729.9,3,1,22.82,26.5,2.53,2.47,35.9,14.6,0.0004598,2218.2933672738613,1,2.541,9.675,1,12.653,0.8839,0.84,1.61e-06,113,31
272,5.546,0.634,0.871,2.6841,0.4,1.9618,10.667,0.49,0.000467,0.073103,0.7794,0.81,0.42,-11.8658,16.179,7.005,6.135,3.411,0.652,0.8941,5.01939,2,0.8015,1318.3,1,1,20.2,26.28,0.37,1.43,43.6,10.4,0.0002094,5231.335448191674,1,4.874,10.218,0,13.239,2.5655,0.75,1.8e-06,28,32
273,5.322,0.218,0.389,6.9959,0.45,1.0264,11.0698,0.45,0.000682,0.050861,0.6616,0.65,0.39,-51.7639,32.368,9.805,8.18,4.6,0.765,0.7246,3.3971,1,0.5972,869.3,1,0,20.63,26.58,3.4,5.04,33.8,14.0,0.0013824,9764.407639421817,1,2.599,14.94,0,10.581,2.9258,0.7,1.2e-06,37,31
274,3.994,0.214,0.743,2.5472,0.48,1.747,2.0536,0.2,0.000576,0.07998,0.6651,0.66,0.53,-7.8442,66.329,7.862,18.8,3.162,0.913,0.7851,4.16929,1,0.5903,791.9,4,0,18.09,22.3,3.06,3.2,40.6,16.9,0.0017952,12674.510203956594,1,4.695,11.567,0,9.04,1.0419,0.99,1.83e-06,80,33
275,4.595,0.42,0.853,2.3839,0.53,0.9453,2.9018,0.3,0.000269,0.143092,0.4897,0.33,0.55,27.8238,41.94,8.062,7.576,6.961,0.801,0.7455,3.37256,2,0.5192,403.5,4,1,22.79,26.45,4.29,1.8,34.8,14.6,0.0013844,11009.878250163501,0,0.977,5.859,0,1.355,2.7297,0.69,1.19e-06,90,39
276,5.274,0.723,0.514,1.8212,0.57,2.2072,7.0026,0.41,0.000125,0.079,0.964,0.88,0.8,34.7293,70.83,4.943,8.826,3.436,0.628,0.7889,4.00637,1,0.5654,669.9,4,2,24.55,26.74,3.66,3.54,41.9,16.9,0.0014491,4033.0801622326426,0,9.709,10.61,1,11.936,0.8528,0.82,1.81e-06,118,11
277,5.482,0.747,0.735,0.6881,0.3,0.7303,3.2708,0.36,0.000267,0.082573,0.4297,0.24,0.73,-50.0478,76.583,7.997,14.522,5.939,0.805,0.6515,4.10543,1,0.8535,1028.5,0,2,24.0,25.32,1.52,5.38,33.3,17.6,0.0010224,6980.946132762276,1,0.735,17.58,1,7.563,0.7436,0.79,1.9e-06,90,23
278,1.552,0.35,0.387,4.9283,0.37,2.2368,5.0091,0.23,0.000119,0.105197,0.9103,0.77,0.76,76.6258,54.622,6.106,8.218,5.882,0.833,0.6741,3.82042,2,0.7265,1115.6,3,1,21.27,24.23,5.22,2.63,34.0,14.4,0.0003451,6319.425325130799,0,9.286,7.051,1,8.44,2.5051,0.67,1.39e-06,29,9
279,4.854,0.613,0.789,1.6957,0.46,1.8829,3.6608,0.48,0.000564,0.132096,0.5804,0.46,0.31,-81.8752,36.005,7.508,6.541,6.269,0.814,0.9412,4.16815,0,0.7659,1460.5,3,1,21.87,23.75,3.79,0.16,39.8,16.8,0.0009427,8182.196135519196,1,6.378,12.531,1,9.839,1.4777,0.71,1.79e-06,77,36
280,2.126,0.686,0.208,3.4049,0.39,1.6884,10.1969,0.51,0.000595,0.092955,0.6792,0.25,0.62,59.4817,57.275,5.572,6.41,7.682,0.976,0.9051,5.187,1,0.6898,452.1,2,0,22.0,25.32,2.45,4.83,46.7,15.0,0.0005749,6222.332790081142,0,8.443,13.143,0,14.985,2.0872,0.72,1.2e-06,106,22
281,6.226,0.277,0.525,6.646,0.86,1.884,7.5738,0.36,0.000169,0.14533,0.3186,0.3,0.67,35.4379,46.2,4.572,16.642,7.422,0.91,0.8874,4.53377,2,0.7938,599.6,3,2,24.4,24.89,4.02,0.43,46.2,16.9,0.0002413,6154.998678720921,0,9.411,11.245,1,6.487,1.67,0.68,1e-06,28,11
282,1.697,0.705,0.881,6.0663,0.62,2.0852,11.7148,0.58,0.000444,0.127575,0.4845,0.58,0.81,-53.6159,25.214,8.689,13.383,5.139,0.837,0.6726,4.10496,0,0.5728,1155.5,3,0,20.79,25.27,2.07,2.3,47.9,15.6,0.0016528,4680.5199693272825,1,4.074,17.917,1,10.377,1.8951,0.97,1.17e-06,57,9
283,3.448,0.387,0.189,4.3173,0.4,0.6263,3.4117,0.43,0.000469,0.123562,0.7117,0.77,0.6,-82.4917,49.64,7.769,13.116,7.641,0.872,0.7957,3.07323,1,0.7719,1410.5,2,1,24.68,26.43,0.38,5.69,33.1,10.5,0.0009708,2403.1627322234453,0,11.901,11.638,1,6.536,1.4969,0.92,1.46e-06,69,8
284,1.235,0.768,0.696,5.5228,0.77,2.0897,10.8372,0.47,0.000367,0.129068,0.4494,0.76,0.42,31.7012,54.004,8.219,12.907,7.191,0.946,0.9128,3.00979,1,0.6715,556.7,1,1,21.43,22.56,2.22,2.88,41.2,15.7,0.0016251,2600.05935874221,1,2.716,9.199,1,12.175,1.5329,0.97,1.98e-06,121,23
285,4.624,0.311,0.43,2.7483,0.5,1.1175,8.8291,0.23,0.000455,0.106233,0.1332,0.36,0.75,0.6304,40.998,7.839,7.779,6.235,0.805,0.9545,4.05873,2,0.561,1153.7,4,1,22.23,25.92,4.18,1.64,31.7,13.8,0.0008074,12481.235928223366,1,10.022,6.377,1,2.728,1.8151,0.65,1.72e-06,51,27
286,4.873,0.765,0.119,5.9595,0.47,2.249,11.0986,0.41,0.000543,0.08119,0.5944,0.23,0.47,-21.2695,13.3,8.724,16.039,3.873,0.708,0.6971,3.58246,1,0.8273,1498.5,1,1,18.63,21.04,0.83,5.4,45.9,10.1,0.0002198,10490.016068927149,0,3.48,17.615,1,14.457,2.3171,0.79,1.42e-06,119,34
287,3.268,0.285,0.807,3.7409,0.54,1.8239,8.0938,0.33,0.000633,0.127748,0.8939,0.7,0.49,-3.3688,18.819,6.387,14.658,7.51,0.979,0.6512,3.11377,2,0.852,897.4,2,0,19.94,25.37,0.87,3.52,36.2,12.0,0.001892,6506.839279299403,1,5.023,13.813,1,13.745,2.8772,0.91,1.12e-06,57,18
288,4.924,0.463,0.197,2.7078,0.4,2.6379,5.6493,0.58,0.000482,0.133795,0.2623,0.5,0.55,-48.205,74.369,7.195,12.483,7.274,0.954,0.6122,3.42091,2,0.5558,514.0,3,0,20.47,21.33,5.08,5.14,32.0,13.1,0.001218,4354.654770731577,1,4.637,6.485,1,5.496,2.8359,0.76,1.9e-06,95,29
289,5.504,0.428,0.677,2.5662,0.77,0.6911,9.0753,0.24,0.000132,0.051189,0.8454,0.56,0.75,-78.382,45.981,4.966,18.872,5.061,0.657,0.8556,5.30655,2,0.5389,595.1,1,2,23.69,26.96,5.04,1.84,46.4,16.5,0.0009522,7099.217291854045,0,7.951,19.778,1,9.696,0.7878,0.67,1.43e-06,100,12
290,1.512,0.742,0.328,3.7588,0.46,2.3094,8.7577,0.26,0.000386,0.06329,0.7132,0.75,0.72,-73.4372,24.562,4.73,6.774,5.788,0.641,0.9196,4.60281,2,0.7996,856.1,2,2,24.33,26.28,3.88,2.31,47.2,11.2,0.0010018,8865.031803443248,0,5.312,13.352,0,3.05,2.8945,0.76,1.6e-06,25,6
291,5.994,0.725,0.606,3.44,0.32,1.9219,10.5337,0.44,0.000377,0.103291,0.2916,0.88,0.62,-16.9704,44.181,5.234,8.51,5.854,0.692,0.7867,4.79977,1,0.5239,1402.5,0,0,19.44,20.41,4.77,4.61,46.5,11.3,0.0017743,13028.413276272127,1,8.47,7.827,1,9.969,1.9833,0.88,1.1e-06,117,36
292,5.372,0.395,0.73,5.6182,0.39,2.1228,2.6435,0.21,0.000317,0.095002,0.4525,0.82,0.51,13.7875,77.426,3.185,9.816,5.387,0.747,0.931,5.34313,2,0.7636,485.4,0,2,22.87,25.91,1.73,5.93,46.7,11.6,0.0018092,8275.690215470297,0,3.56,12.494,1,1.29,2.8101,0.71,1.79e-06,93,31
293,5.551,0.481,0.826,6.9872,0.35,1.155,2.6519,0.5,0.000401,0.123223,0.1695,0.33,0.38,-31.323,85.9,5.887,16.665,4.631,0.877,0.9393,4.8832,1,0.7618,1014.1,3,2,23.88,25.39,5.23,0.18,48.2,16.3,0.0012372,9626.991324082363,1,1.301,5.151,0,6.063,1.1824,0.89,1.32e-06,77,22
294,3.751,0.271,0.778,6.1431,0.51,2.4714,8.0298,0.46,0.000495,0.068205,0.1171,0.53,0.31,-57.8054,76.938,7.695,19.116,6.784,0.941,0.6367,3.0643,0,0.6575,1253.8,3,0,24.73,26.89,4.2,2.77,33.5,16.3,0.0006473,2491.96578062886,1,10.579,12.402,0,14.755,2.7712,0.85,1.52e-06,29,34
295,3.117,0.479,0.823,1.3063,0.46,1.3227,8.4735,0.49,0.000129,0.101302,0.796,0.75,0.89,-34.8407,47.468,8.662,8.794,4.333,0.745,0.8367,3.68286,0,0.6518,1392.7,4,1,18.72,21.79,4.76,0.53,30.3,13.2,0.0004452,11489.658113438934,0,0.415,11.041,0,3.031,1.8905,0.8,1.82e-06,125,10
296,2.872,0.508,0.856,5.1461,0.69,2.829,7.0536,0.43,0.000586,0.133521,0.7226,0.38,0.3,35.48,47.334,3.797,9.003,6.293,0.686,0.7315,5.09121,0,0.6114,512.4,4,2,18.16,21.72,3.35,4.17,33.4,14.4,0.0014868,11738.854068648845,1,10.744,11.561,0,8.224,2.5378,0.83,1.95e-06,30,36
297,4.076,0.204,0.888,3.2041,0.42,1.1034,4.3745,0.36,0.000214,0.076712,0.5112,0.63,0.21,30.8815,36.175,6.802,6.002,5.481,0.804,0.6487,4.73463,0,0.705,1302.9,1,0,22.13,25.73,3.42,4.17,37.2,14.1,0.001229,11032.729058368983,1,8.563,18.754,0,3.157,2.2699,0.75,1.99e-06,71,6
298,1.912,0.616,0.223,0.7887,0.32,1.18,4.8058,0.4,0.000297,0.10102,0.297,0.82,0.7,-27.103,67.229,3.494,19.248,3.607,0.929,0.6094,3.56595,1,0.7353,853.4,0,1,18.51,22.51,3.81,2.56,30.1,12.1,0.0004591,13497.366229608635,0,1.854,14.185,1,7.467,2.3736,0.88,1.6e-06,44,22
299,2.029,0.396,0.752,3.3919,0.5,2.6108,8.8864,0.56,0.00027,0.119304,0.8933,0.74,0.88,-24.7547,40.721,7.454,10.799,3.018,0.842,0.7511,5.18303,1,0.6516,853.7,3,0,19.81,20.84,0.99,1.11,41.2,10.6,0.0003538,12474.437931783013,1,0.509,10.676,1,9.918,2.3966,0.97,1.92e-06,104,6
300,2.297,0.707,0.855,1.7031,0.63,1.6665,2.4849,0.51,0.000239,0.105446,0.4339,0.47,0.65,69.487,85.871,6.14,16.301,5.986,0.895,0.7108,3.32928,0,0.6735,955.1,4,1,19.47,21.6,0.97,3.42,37.5,11.1,0.0013456,11801.36169599915,1,9.976,11.031,1,14.738,2.523,0.69,1.26e-06,86,11
301,5.575,0.243,0.215,0.9231,0.62,0.6392,8.8544,0.41,0.000128,0.127152,0.296,0.5,0.42,63.5181,63.724,5.01,17.498,3.822,0.633,0.7112,4.71905,2,0.753,680.1,3,1,21.38,23.42,3.86,5.09,45.3,16.1,0.001092,9576.659673026381,1,2.086,7.496,1,9.76,0.8759,0.72,1.13e-06,83,8
302,6.55,0.619,0.727,4.7104,0.7,0.6622,4.1535,0.56,0.000535,0.144398,0.9848,0.79,0.24,28.3946,69.981,2.706,6.762,6.339,0.977,0.9018,4.18852,0,0.8465,427.3,4,0,18.96,23.81,2.62,2.11,40.0,13.7,0.0013593,3548.6205764247397,1,11.629,12.878,1,7.172,1.8148,0.78,1.28e-06,123,38
303,5.711,0.619,0.736,6.6495,0.58,1.0603,4.5925,0.37,0.000667,0.051455,0.8369,0.55,0.84,-6.2082,83.296,6.85,15.743,6.419,0.751,0.7091,3.11667,2,0.7271,991.0,4,0,20.37,21.95,1.5,4.08,30.7,14.2,0.0006668,4457.209968640614,1,0.146,13.094,0,12.326,2.6828,0.94,1.51e-06,93,25
304,1.276,0.596,0.603,4.0978,0.58,2.9652,7.3408,0.49,0.000519,0.096298,0.7291,0.48,0.25,-30.1085,44.046,9.876,14.201,5.722,0.864,0.8249,4.84302,2,0.5554,788.3,0,2,18.69,22.01,4.99,5.32,49.3,13.3,0.0018485,6380.2579969193275,1,0.683,18.076,0,7.353,1.2084,0.97,1.75e-06,78,19
305,5.406,0.312,0.426,5.5569,0.33,2.1962,3.431,0.52,0.00058,0.056984,0.7638,0.63,0.52,-83.2099,63.12,7.618,6.006,4.299,0.916,0.6806,4.31667,2,0.5397,374.8,1,1,19.37,21.49,5.03,3.09,33.6,13.1,0.0019892,11883.880501125179,0,8.95,15.712,0,8.817,1.7853,0.88,1.16e-06,113,23
306,4.858,0.238,0.155,1.1332,0.39,0.6136,6.4092,0.46,0.000114,0.142964,0.3236,0.61,0.64,-23.2842,91.528,4.835,19.374,3.468,0.864,0.6933,4.34956,1,0.71,1448.9,1,1,18.52,26.92,5.34,1.66,38.6,17.8,0.0017296,2743.2088674395573,1,0.816,16.238,0,10.191,1.621,0.99,1.64e-06,113,27
307,1.607,0.544,0.828,6.6586,0.69,2.2583,5.8258,0.2,0.000321,0.123374,0.9631,0.3,0.22,67.866,44.827,6.67,17.603,4.529,0.905,0.6214,4.08716,2,0.7726,936.5,3,1,20.66,22.9,3.5,4.89,39.4,15.0,0.0014159,6723.47917607232,1,4.603,14.635,1,9.286,2.1377,0.75,1.36e-06,56,40
308,4.28,0.584,0.214,2.6899,0.54,2.7419,4.7263,0.32,0.000227,0.090822,0.8487,0.48,0.57,-73.0876,21.893,3.955,16.514,3.991,0.818,0.8245,3.23006,1,0.5564,1233.6,2,0,18.98,22.58,4.18,2.49,34.4,15.1,0.0012892,11050.83326522672,0,10.752,11.824,1,13.755,2.4937,0.81,1.38e-06,76,25
309,5.607,0.358,0.316,6.016,0.58,2.6824,2.4203,0.48,0.000476,0.131345,0.5664,0.47,0.53,38.1826,55.621,5.83,14.346,7.148,0.676,0.6366,3.67321,0,0.8335,1447.6,3,1,21.57,23.05,4.44,4.93,45.8,12.0,0.0003198,4734.903404545992,1,10.138,15.244,0,7.6,2.5554,0.93,1.54e-06,97,36
310,5.899,0.577,0.277,2.6342,0.26,0.8664,10.9141,0.35,0.000215,0.125387,0.9428,0.84,0.34,56.1109,17.031,5.087,13.683,6.833,0.659,0.6237,5.48293,1,0.5026,1429.6,4,2,24.29,25.37,4.94,3.09,41.9,17.3,0.0017467,13868.36581191609,0,8.13,8.441,1,8.408,1.6099,0.7,1.2e-06,79,30
311,1.642,0.771,0.289,3.7658,0.58,0.6674,4.6361,0.38,0.000527,0.110285,0.221,0.33,0.64,-51.3178,62.702,4.775,8.156,6.685,0.817,0.8754,5.26755,2,0.8424,699.6,1,0,23.02,25.36,5.9,5.61,34.1,15.1,0.0019075,4027.009785553226,0,0.265,9.308,0,3.756,1.4145,0.86,1.25e-06,97,7
312,2.499,0.467,0.804,6.3743,0.6,2.7287,11.3775,0.29,0.000108,0.129631,0.9949,0.75,0.69,38.9313,23.118,8.861,15.681,4.034,0.81,0.9246,3.69495,0,0.6533,714.2,4,0,18.32,23.28,1.05,3.72,32.7,17.3,0.0016105,13152.3504444366,0,11.3,9.223,0,6.966,2.8302,0.94,1.28e-06,20,8
313,2.069,0.264,0.539,3.5797,0.5,0.6208,8.7346,0.43,0.000123,0.124862,0.6186,0.21,0.26,34.3042,80.691,2.748,13.662,7.776,0.915,0.6588,4.03135,1,0.6547,346.1,2,0,23.79,26.13,1.09,1.61,34.0,14.8,0.0011965,6443.009593683225,1,0.207,11.811,1,4.967,2.6512,0.95,1.28e-06,59,27
314,1.744,0.674,0.342,4.9945,0.62,0.9286,7.4496,0.21,0.00047,0.140116,0.4118,0.47,0.32,-68.3988,35.084,5.117,15.953,7.711,0.752,0.6526,3.72644,2,0.7614,879.7,1,0,21.03,23.64,5.78,4.14,33.4,14.7,0.0016711,3680.319894213292,1,3.301,6.333,0,5.56,0.6369,0.82,1.07e-06,96,29
315,3.238,0.727,0.157,4.2948,0.89,0.8966,4.5752,0.33,0.000442,0.059634,0.7202,0.77,0.36,-60.4998,35.847,2.775,8.154,4.063,0.873,0.7713,4.19685,1,0.7376,1205.6,3,2,24.58,25.63,3.0,1.62,31.5,11.5,0.0008663,5811.799479929446,0,9.049,13.71,0,6.512,2.5295,0.96,1.87e-06,101,25
316,2.106,0.399,0.894,6.8997,0.58,1.7694,8.5557,0.42,0.000631,0.135303,0.7379,0.26,0.79,80.978,49.825,8.98,19.69,6.528,0.982,0.9278,3.8912,1,0.799,912.9,3,0,21.66,24.17,4.52,5.5,33.7,17.7,0.0014625,2751.722098591481,0,5.107,9.781,0,9.242,1.2994,0.97,1.61e-06,33,35
317,2.214,0.324,0.469,1.5996,0.46,1.0896,10.7989,0.27,0.000409,0.079435,0.7558,0.83,0.45,-85.9016,30.166,6.617,11.263,3.476,0.778,0.6953,5.1554,2,0.5887,448.1,2,0,22.87,24.5,2.85,1.95,30.3,16.1,0.0008127,3125.424530894477,0,9.809,7.502,0,11.505,2.4875,0.96,1.2e-06,105,37
318,4.527,0.261,0.532,5.4005,0.5,1.477,11.5235,0.3,0.000617,0.083337,0.1101,0.49,0.46,-35.6344,81.806,4.259,6.044,6.198,0.862,0.6697,4.94975,0,0.692,1379.4,2,1,21.57,24.8,1.99,0.02,42.1,10.8,0.0012435,10877.346597909602,1,3.935,15.73,1,8.65,1.3953,0.81,1.49e-06,31,15
319,4.769,0.39,0.654,4.8106,0.3,2.3955,6.6634,0.4,0.000248,0.149896,0.8126,0.85,0.25,-36.9367,36.456,5.305,18.266,7.835,0.812,0.9464,4.49433,1,0.6702,580.2,0,1,23.32,25.16,2.37,1.97,36.2,16.0,0.0005384,9888.543399894339,0,0.272,11.839,0,2.159,0.7442,0.96,1.02e-06,39,10
320,3.008,0.432,0.865,6.2993,0.29,1.4514,11.082,0.43,0.00041,0.116733,0.5284,0.45,0.43,54.9714,16.213,4.706,13.978,5.858,0.956,0.6176,4.04541,1,0.8266,905.9,2,2,22.75,25.52,3.85,3.04,31.2,17.1,0.0006712,4988.558792306154,0,8.461,12.867,0,1.536,0.9521,1.0,1.22e-06,36,11
321,2.791,0.741,0.371,6.5716,0.61,2.3234,4.3804,0.55,0.000241,0.143351,0.9174,0.56,0.56,-49.0552,14.4,2.939,8.192,6.295,0.738,0.7038,3.94067,0,0.576,1415.7,1,1,21.36,21.99,4.43,2.98,45.6,10.4,0.0002136,5221.93965267899,1,6.087,5.383,0,11.58,2.0098,1.0,1.41e-06,45,27
322,1.793,0.754,0.646,5.8352,0.27,1.8772,9.9925,0.38,0.000312,0.053879,0.7985,0.45,0.41,-84.0945,87.004,4.243,14.298,5.709,0.806,0.715,5.45892,0,0.6309,1451.7,4,0,23.87,26.68,3.48,0.61,37.0,15.4,0.0010333,4983.647025123271,1,4.032,17.824,0,13.01,2.9929,0.71,1.61e-06,111,24
323,5.957,0.38,0.452,6.1899,0.8,2.433,5.0236,0.44,0.000619,0.053951,0.3677,0.23,0.68,-73.8997,78.728,3.658,10.787,7.618,0.769,0.8257,4.2073,2,0.7324,809.8,0,2,18.2,25.49,4.09,5.26,31.1,16.6,0.0005974,5809.599235067094,0,3.354,15.265,0,13.664,0.862,0.94,1.81e-06,109,33
324,3.685,0.699,0.25,0.5097,0.78,2.1788,3.9156,0.24,0.000568,0.063445,0.5583,0.38,0.41,-45.9544,45.245,2.73,12.236,5.453,0.811,0.8242,4.80034,2,0.7112,1212.7,3,2,18.61,22.6,5.51,3.31,43.8,17.5,0.0007351,11603.46261788346,1,3.642,14.99,1,3.662,0.7184,0.86,1.19e-06,47,19
325,2.752,0.646,0.433,3.6757,0.43,2.4256,7.7605,0.33,0.000543,0.060298,0.1032,0.26,0.72,35.1086,25.283,5.615,12.058,3.043,0.877,0.6395,3.71039,0,0.7081,362.0,3,2,21.49,26.6,0.49,5.01,39.8,17.8,0.0015748,4421.4236087523,1,10.29,17.449,0,12.912,2.274,0.99,1.1e-06,40,21
326,6.648,0.759,0.41,6.3663,0.59,1.4856,2.7526,0.52,0.000539,0.089906,0.7527,0.42,0.49,-21.9622,68.828,6.609,18.991,4.695,0.619,0.6946,4.32675,2,0.683,434.3,2,2,23.42,24.49,3.03,4.54,49.0,12.1,0.0004702,6558.641232202954,0,8.624,6.665,1,3.818,2.3116,0.74,1.39e-06,78,20
327,5.34,0.484,0.395,0.8656,0.46,2.1166,5.6279,0.24,0.000278,0.10623,0.9777,0.69,0.58,18.3976,35.575,3.728,9.426,6.795,0.823,0.9129,4.85943,1,0.6785,869.5,4,1,19.94,22.35,2.52,3.12,32.1,15.1,0.0013972,11309.891864707053,1,8.834,17.786,0,6.412,1.4888,0.95,1.58e-06,56,10
328,2.138,0.277,0.607,4.6677,0.32,2.9209,3.3904,0.34,0.00044,0.130085,0.3973,0.28,0.37,-6.8852,52.482,5.581,11.237,5.611,0.767,0.6894,4.93243,2,0.7676,712.2,2,2,19.52,24.5,5.12,0.97,31.7,17.8,0.0018192,4225.7616050571305,0,2.725,8.654,1,6.756,2.9528,0.92,1.17e-06,32,21
329,3.299,0.298,0.137,2.7546,0.29,0.7306,2.173,0.44,0.00054,0.086736,0.8814,0.49,0.69,66.7385,27.394,6.171,6.317,6.519,0.69,0.6564,5.13366,1,0.8421,438.1,3,0,20.69,26.16,3.13,5.61,46.3,17.4,0.0005136,9521.255792691893,0,3.856,14.252,1,14.128,0.8859,0.88,1.16e-06,59,39
330,3.477,0.396,0.313,5.4594,0.54,0.7671,6.5084,0.58,0.000195,0.150046,0.6096,0.87,0.5,-11.2491,90.558,7.297,16.646,5.511,0.886,0.7048,3.9414,1,0.5453,812.7,2,1,20.9,25.95,5.97,3.75,33.5,10.1,0.0019185,7376.81393272948,0,6.353,14.031,1,8.3,2.7766,0.78,1.84e-06,30,24
331,2.595,0.245,0.122,1.3888,0.35,2.7004,7.7988,0.44,0.000276,0.136992,0.9035,0.43,0.22,-29.2947,44.566,5.671,10.088,5.472,0.959,0.7625,4.37454,1,0.7749,1077.2,4,1,20.81,26.87,4.7,5.16,37.5,14.6,0.0016751,7753.77068831325,0,4.097,14.381,0,1.855,1.1502,0.85,1.64e-06,106,2
332,5.456,0.472,0.883,5.8553,0.46,1.5321,8.5443,0.44,0.00055,0.104622,0.3552,0.57,0.26,-69.6688,35.19,4.914,8.181,5.662,0.804,0.8613,3.77063,2,0.6775,1121.9,0,0,19.16,26.58,4.44,2.86,40.4,18.0,0.0004468,4923.44706492798,0,4.425,10.914,0,7.568,1.0599,0.71,1.96e-06,99,38
333,4.977,0.385,0.175,4.5976,0.6,2.3772,9.112,0.41,0.000639,0.110102,0.6538,0.31,0.39,11.0759,53.938,3.048,10.985,4.243,0.778,0.6362,3.73218,0,0.6639,1293.3,1,2,21.7,25.8,1.12,5.94,42.7,12.5,0.0004851,5855.659002300072,0,11.604,8.714,0,14.965,1.5992,0.99,1.5e-06,59,10
334,6.454,0.717,0.379,4.8018,0.78,0.7137,2.1467,0.33,0.000358,0.099308,0.7304,0.61,0.82,89.7261,42.74,3.311,8.587,3.987,0.819,0.6901,4.40919,1,0.6048,1017.2,2,1,19.77,26.32,1.71,0.8,46.6,16.0,0.0006762,5298.2185607131905,1,4.628,14.534,1,4.418,1.5769,1.0,1e-06,42,14
